complaint_id,reported_at,fraud_type,reported_amount,state,district,reporting_channel,victim_entity_id,initial_priority,data_classification
CMP-000188,2026-03-05T17:09:29+00:00,Loan Scam,1646.57,Madhya Pradesh,Indore,Citizen App,ENT-001448,HIGH,SYNTHETIC
CMP-000189,2026-01-14T20:59:06+00:00,Marketplace,7001.32,Madhya Pradesh,Jabalpur,1930,ENT-004726,LOW,SYNTHETIC
CMP-000190,2026-06-07T17:39:19+00:00,Phishing,21999.93,Madhya Pradesh,Jabalpur,Portal,ENT-008094,HIGH,SYNTHETIC
CMP-000191,2026-03-28T20:39:07+00:00,Card Fraud,44928.53,Karnataka,Mangaluru,Bank Referral,ENT-005632,LOW,SYNTHETIC
CMP-000192,2026-03-18T15:28:35+00:00,Marketplace,4015.03,Karnataka,Bengaluru Urban,1930,ENT-002575,LOW,SYNTHETIC
CMP-000193,2026-02-09T18:32:08+00:00,Impersonation,36469.16,Delhi,New Delhi,Police Station,ENT-003241,LOW,SYNTHETIC
CMP-000194,2026-05-20T09:20:42+00:00,Remote Access,23727.98,Karnataka,Mangaluru,1930,ENT-005204,MEDIUM,SYNTHETIC
CMP-000195,2026-02-09T14:10:28+00:00,Investment,9065.66,Tamil Nadu,Chennai,Bank Referral,ENT-008903,LOW,SYNTHETIC
CMP-000196,2026-02-10T00:04:46+00:00,Phishing,4712.3,Uttar Pradesh,Kanpur Nagar,Citizen App,ENT-005048,MEDIUM,SYNTHETIC
CMP-000197,2026-05-01T04:31:37+00:00,Marketplace,3886.88,Telangana,Hyderabad,Bank Referral,ENT-001024,HIGH,SYNTHETIC
CMP-000198,2026-04-14T15:09:47+00:00,Loan Scam,10945.35,West Bengal,Kolkata,Police Station,ENT-006382,LOW,SYNTHETIC
CMP-000199,2026-01-09T08:42:10+00:00,Card Fraud,5582.27,Uttar Pradesh,Gautam Buddha Nagar,Citizen App,ENT-000350,HIGH,SYNTHETIC
CMP-000200,2026-06-08T11:19:51+00:00,Impersonation,7548.58,Telangana,Warangal,Portal,ENT-003393,MEDIUM,SYNTHETIC
CMP-000201,2026-03-08T21:18:00+00:00,Phishing,20055.42,Bihar,Bhagalpur,Portal,ENT-008656,LOW,SYNTHETIC
CMP-000202,2026-02-13T03:28:20+00:00,Remote Access,4391.11,Karnataka,Bengaluru Urban,Citizen App,ENT-003614,LOW,SYNTHETIC
CMP-000203,2026-06-29T19:07:28+00:00,Remote Access,8785.88,Maharashtra,Pune,Police Station,ENT-005168,MEDIUM,SYNTHETIC
CMP-000204,2026-04-04T23:35:44+00:00,UPI,1251.04,Telangana,Hyderabad,Police Station,ENT-001279,LOW,SYNTHETIC
CMP-000205,2026-02-03T10:30:32+00:00,Investment,411.33,Bihar,Bhagalpur,Bank Referral,ENT-001332,MEDIUM,SYNTHETIC
CMP-000206,2026-04-29T22:40:46+00:00,Remote Access,10208.39,Uttar Pradesh,Varanasi,Bank Referral,ENT-004582,LOW,SYNTHETIC
CMP-000207,2026-05-03T21:59:24+00:00,Marketplace,14241.99,Bihar,Muzaffarpur,Portal,ENT-009225,MEDIUM,SYNTHETIC
CMP-000208,2026-05-18T15:13:32+00:00,Phishing,38068.65,Tamil Nadu,Madurai,1930,ENT-001829,MEDIUM,SYNTHETIC
CMP-000209,2026-06-05T22:29:05+00:00,Loan Scam,8804.66,Maharashtra,Nagpur,Portal,ENT-004375,MEDIUM,SYNTHETIC
CMP-000210,2026-03-28T08:03:30+00:00,Loan Scam,8148.96,Madhya Pradesh,Indore,Police Station,ENT-007941,LOW,SYNTHETIC
CMP-000211,2026-04-24T18:31:25+00:00,Remote Access,2453.84,Bihar,Gaya,Citizen App,ENT-011907,LOW,SYNTHETIC
CMP-000212,2026-04-11T02:14:23+00:00,Impersonation,6980.4,Delhi,West Delhi,Portal,ENT-010507,HIGH,SYNTHETIC
CMP-000213,2026-05-22T13:49:25+00:00,Investment,16712.58,West Bengal,North 24 Parganas,1930,ENT-002979,LOW,SYNTHETIC
CMP-000214,2026-04-17T11:53:56+00:00,UPI,4456.08,West Bengal,Kolkata,Citizen App,ENT-001461,LOW,SYNTHETIC
CMP-000215,2026-05-30T17:04:21+00:00,Remote Access,3382.58,Rajasthan,Kota,Citizen App,ENT-000247,MEDIUM,SYNTHETIC
CMP-000216,2026-02-20T13:02:38+00:00,UPI,7338.04,Telangana,Nizamabad,Portal,ENT-000539,LOW,SYNTHETIC
CMP-000217,2026-02-28T13:47:50+00:00,Loan Scam,40899.41,Delhi,New Delhi,Police Station,ENT-006218,HIGH,SYNTHETIC
CMP-000218,2026-05-01T18:07:23+00:00,Loan Scam,13339.32,Madhya Pradesh,Jabalpur,Bank Referral,ENT-003398,MEDIUM,SYNTHETIC
CMP-000219,2026-03-14T17:21:33+00:00,Loan Scam,19804.81,Telangana,Warangal,1930,ENT-009223,LOW,SYNTHETIC
CMP-000220,2026-06-14T20:26:38+00:00,UPI,7384.53,Tamil Nadu,Coimbatore,Portal,ENT-008640,HIGH,SYNTHETIC
CMP-000221,2026-05-12T18:15:28+00:00,UPI,11863.0,Madhya Pradesh,Bhopal,Citizen App,ENT-004632,MEDIUM,SYNTHETIC
CMP-000222,2026-05-29T23:47:59+00:00,Impersonation,5890.49,Karnataka,Mangaluru,Citizen App,ENT-003078,MEDIUM,SYNTHETIC
CMP-000223,2026-01-04T00:11:31+00:00,Loan Scam,2630.96,Telangana,Hyderabad,Bank Referral,ENT-005171,HIGH,SYNTHETIC
CMP-000224,2026-01-15T06:48:25+00:00,Card Fraud,30525.01,Delhi,West Delhi,1930,ENT-000686,LOW,SYNTHETIC
CMP-000225,2026-02-15T19:52:25+00:00,UPI,30800.83,Maharashtra,Nagpur,Bank Referral,ENT-005095,LOW,SYNTHETIC
CMP-000226,2026-06-11T05:27:39+00:00,Impersonation,2277.46,Karnataka,Mysuru,Police Station,ENT-010081,LOW,SYNTHETIC
CMP-000227,2026-05-25T22:31:00+00:00,Loan Scam,6401.56,Rajasthan,Udaipur,Police Station,ENT-010253,HIGH,SYNTHETIC
CMP-000228,2026-01-28T08:13:12+00:00,Phishing,12673.63,Delhi,South East Delhi,Bank Referral,ENT-003986,MEDIUM,SYNTHETIC
CMP-000229,2026-05-25T19:17:02+00:00,Marketplace,8997.73,Maharashtra,Nagpur,Bank Referral,ENT-008167,LOW,SYNTHETIC
CMP-000230,2026-01-21T02:48:03+00:00,Investment,7312.98,Maharashtra,Nagpur,Police Station,ENT-001832,HIGH,SYNTHETIC
CMP-000231,2026-04-01T04:30:28+00:00,Card Fraud,144341.83,Karnataka,Bengaluru Urban,Citizen App,ENT-010327,HIGH,SYNTHETIC
CMP-000232,2026-01-07T14:18:12+00:00,Phishing,30494.27,West Bengal,North 24 Parganas,Portal,ENT-003015,MEDIUM,SYNTHETIC
CMP-000233,2026-01-18T01:54:48+00:00,Remote Access,22803.06,Tamil Nadu,Coimbatore,Bank Referral,ENT-010297,HIGH,SYNTHETIC
CMP-000234,2026-01-01T09:31:48+00:00,Loan Scam,27886.38,Uttar Pradesh,Varanasi,Bank Referral,ENT-009152,HIGH,SYNTHETIC
CMP-000235,2026-06-17T19:01:23+00:00,Investment,5166.64,West Bengal,North 24 Parganas,Police Station,ENT-000811,MEDIUM,SYNTHETIC
CMP-000236,2026-03-03T18:31:09+00:00,Impersonation,3632.22,Delhi,South East Delhi,Bank Referral,ENT-005001,HIGH,SYNTHETIC
CMP-000237,2026-05-10T22:07:56+00:00,Marketplace,3105.55,Madhya Pradesh,Jabalpur,1930,ENT-002702,MEDIUM,SYNTHETIC
CMP-000238,2026-03-22T21:05:21+00:00,Investment,8276.69,Uttar Pradesh,Lucknow,Police Station,ENT-011577,HIGH,SYNTHETIC
CMP-000239,2026-05-13T14:28:24+00:00,Investment,4976.99,Rajasthan,Kota,Bank Referral,ENT-010511,HIGH,SYNTHETIC
CMP-000240,2026-01-05T19:34:28+00:00,Marketplace,2021.89,Tamil Nadu,Madurai,1930,ENT-008078,LOW,SYNTHETIC
CMP-000241,2026-06-13T13:42:37+00:00,Loan Scam,3087.39,Bihar,Gaya,Bank Referral,ENT-005504,LOW,SYNTHETIC
CMP-000242,2026-05-18T07:40:29+00:00,Card Fraud,13300.46,Maharashtra,Thane,Bank Referral,ENT-010140,LOW,SYNTHETIC
CMP-000243,2026-03-29T13:58:19+00:00,Marketplace,54633.74,Tamil Nadu,Chennai,1930,ENT-004469,HIGH,SYNTHETIC
CMP-000244,2026-02-01T21:55:55+00:00,Loan Scam,9250.61,Uttar Pradesh,Kanpur Nagar,Portal,ENT-005732,HIGH,SYNTHETIC
CMP-000245,2026-04-23T01:36:37+00:00,Marketplace,31969.33,Maharashtra,Thane,Bank Referral,ENT-007474,HIGH,SYNTHETIC
CMP-000246,2026-04-24T14:54:29+00:00,Investment,8087.17,Telangana,Warangal,Portal,ENT-009970,HIGH,SYNTHETIC
CMP-000247,2026-03-08T10:50:19+00:00,Phishing,24810.81,Tamil Nadu,Chennai,Bank Referral,ENT-003003,HIGH,SYNTHETIC
CMP-000248,2026-06-27T07:00:44+00:00,Phishing,6303.07,West Bengal,North 24 Parganas,Police Station,ENT-010812,HIGH,SYNTHETIC
CMP-000249,2026-06-09T03:00:07+00:00,Remote Access,41920.42,West Bengal,North 24 Parganas,Citizen App,ENT-001642,MEDIUM,SYNTHETIC
CMP-000250,2026-04-23T07:23:41+00:00,Marketplace,2125.96,Bihar,Patna,Portal,ENT-002853,LOW,SYNTHETIC
CMP-000251,2026-04-26T15:42:47+00:00,Investment,12867.05,Maharashtra,Mumbai,Citizen App,ENT-010850,MEDIUM,SYNTHETIC
CMP-000252,2026-02-16T12:27:12+00:00,Marketplace,9272.47,Uttar Pradesh,Kanpur Nagar,Portal,ENT-007909,MEDIUM,SYNTHETIC
CMP-000253,2026-03-22T18:54:53+00:00,Loan Scam,8168.24,Rajasthan,Kota,Police Station,ENT-010716,LOW,SYNTHETIC
CMP-000254,2026-01-12T11:55:06+00:00,UPI,21857.14,Telangana,Warangal,Citizen App,ENT-011865,HIGH,SYNTHETIC
CMP-000255,2026-05-29T05:38:19+00:00,Card Fraud,57739.32,Bihar,Bhagalpur,Citizen App,ENT-001226,HIGH,SYNTHETIC
CMP-000256,2026-01-01T17:23:03+00:00,Phishing,2341.17,Delhi,West Delhi,Police Station,ENT-007096,HIGH,SYNTHETIC
CMP-000257,2026-01-13T00:40:34+00:00,Card Fraud,12453.94,West Bengal,Howrah,Portal,ENT-002439,MEDIUM,SYNTHETIC
CMP-000258,2026-06-18T06:00:18+00:00,Investment,14729.8,Telangana,Nizamabad,Citizen App,ENT-010464,MEDIUM,SYNTHETIC
CMP-000259,2026-01-02T19:32:50+00:00,Loan Scam,8483.4,Madhya Pradesh,Indore,1930,ENT-000012,MEDIUM,SYNTHETIC
CMP-000260,2026-05-11T06:39:47+00:00,Card Fraud,11630.72,Maharashtra,Nagpur,Police Station,ENT-010361,LOW,SYNTHETIC
CMP-000261,2026-03-13T16:03:16+00:00,Impersonation,23546.15,Rajasthan,Udaipur,1930,ENT-002062,LOW,SYNTHETIC
CMP-000262,2026-01-03T03:35:41+00:00,Investment,27989.25,Telangana,Hyderabad,Bank Referral,ENT-011194,HIGH,SYNTHETIC
CMP-000263,2026-04-21T13:12:06+00:00,Marketplace,3968.25,Telangana,Nizamabad,Bank Referral,ENT-007092,LOW,SYNTHETIC
CMP-000264,2026-03-13T14:47:37+00:00,Remote Access,43049.75,Rajasthan,Udaipur,1930,ENT-010231,LOW,SYNTHETIC
CMP-000265,2026-04-10T22:05:22+00:00,UPI,66183.8,Delhi,North East Delhi,Citizen App,ENT-002930,MEDIUM,SYNTHETIC
CMP-000266,2026-03-15T14:40:44+00:00,Card Fraud,15651.75,Maharashtra,Thane,Bank Referral,ENT-004575,HIGH,SYNTHETIC
CMP-000267,2026-06-21T12:35:05+00:00,Loan Scam,5864.68,Telangana,Hyderabad,Bank Referral,ENT-009840,HIGH,SYNTHETIC
CMP-000268,2026-04-18T17:20:43+00:00,Loan Scam,7304.27,Maharashtra,Thane,Portal,ENT-001832,LOW,SYNTHETIC
CMP-000269,2026-05-31T00:00:55+00:00,Phishing,7862.54,Uttar Pradesh,Kanpur Nagar,Citizen App,ENT-001139,LOW,SYNTHETIC
CMP-000270,2026-02-27T21:46:02+00:00,Impersonation,14139.19,Delhi,North East Delhi,Police Station,ENT-006304,LOW,SYNTHETIC
CMP-000271,2026-05-01T19:05:34+00:00,UPI,27087.6,Telangana,Nizamabad,Police Station,ENT-011763,HIGH,SYNTHETIC
CMP-000272,2026-05-28T11:46:43+00:00,Impersonation,9242.17,Bihar,Bhagalpur,Portal,ENT-004947,MEDIUM,SYNTHETIC
CMP-000273,2026-06-14T08:09:50+00:00,Investment,5999.17,Delhi,South East Delhi,1930,ENT-007634,MEDIUM,SYNTHETIC
CMP-000274,2026-02-15T11:30:27+00:00,Card Fraud,18210.61,Delhi,New Delhi,Portal,ENT-007779,MEDIUM,SYNTHETIC
CMP-000275,2026-03-15T16:26:44+00:00,UPI,34367.65,Madhya Pradesh,Bhopal,Bank Referral,ENT-011109,MEDIUM,SYNTHETIC
CMP-000276,2026-06-16T02:59:29+00:00,UPI,56031.03,Telangana,Warangal,Citizen App,ENT-002439,HIGH,SYNTHETIC
CMP-000277,2026-01-06T20:49:55+00:00,Marketplace,3035.23,West Bengal,Howrah,1930,ENT-007258,MEDIUM,SYNTHETIC
CMP-000278,2026-04-23T14:09:26+00:00,UPI,1971.71,Rajasthan,Jaipur,Citizen App,ENT-005282,LOW,SYNTHETIC
CMP-000279,2026-01-01T11:35:26+00:00,Remote Access,17336.04,Tamil Nadu,Madurai,Bank Referral,ENT-004926,HIGH,SYNTHETIC
CMP-000280,2026-01-30T21:15:24+00:00,Investment,13089.3,Bihar,Gaya,Portal,ENT-007604,MEDIUM,SYNTHETIC
CMP-000281,2026-01-20T04:32:48+00:00,Marketplace,5929.19,Maharashtra,Mumbai,Bank Referral,ENT-003458,LOW,SYNTHETIC
CMP-000282,2026-04-08T16:30:27+00:00,Investment,1422.83,Uttar Pradesh,Jaunpur,Citizen App,ENT-007787,HIGH,SYNTHETIC
CMP-000283,2026-04-17T11:54:37+00:00,Phishing,15190.33,Tamil Nadu,Madurai,Citizen App,ENT-004905,HIGH,SYNTHETIC
CMP-000284,2026-05-12T10:49:47+00:00,Impersonation,3311.93,Telangana,Hyderabad,1930,ENT-004183,LOW,SYNTHETIC
CMP-000285,2026-04-15T14:01:36+00:00,Marketplace,19904.39,Delhi,New Delhi,Citizen App,ENT-009513,HIGH,SYNTHETIC
CMP-000286,2026-03-18T23:42:42+00:00,Marketplace,95636.33,Maharashtra,Mumbai,Police Station,ENT-001091,LOW,SYNTHETIC
CMP-000287,2026-04-06T20:31:01+00:00,Card Fraud,30790.37,Karnataka,Bengaluru Urban,Citizen App,ENT-007950,HIGH,SYNTHETIC
CMP-000288,2026-02-12T17:26:25+00:00,UPI,8983.66,West Bengal,Howrah,Bank Referral,ENT-000017,MEDIUM,SYNTHETIC
CMP-000289,2026-01-31T17:59:39+00:00,Remote Access,43820.39,Maharashtra,Nagpur,Portal,ENT-008203,MEDIUM,SYNTHETIC
CMP-000290,2026-05-01T17:00:15+00:00,Remote Access,22194.3,Uttar Pradesh,Jaunpur,Police Station,ENT-002294,HIGH,SYNTHETIC
CMP-000291,2026-01-17T05:49:38+00:00,Card Fraud,20028.17,Bihar,Muzaffarpur,Portal,ENT-008581,HIGH,SYNTHETIC
CMP-000292,2026-01-24T03:55:21+00:00,Remote Access,87131.21,Madhya Pradesh,Jabalpur,Portal,ENT-010684,MEDIUM,SYNTHETIC
CMP-000293,2026-03-14T18:06:06+00:00,Card Fraud,31471.82,Uttar Pradesh,Jaunpur,Police Station,ENT-008164,LOW,SYNTHETIC
CMP-000294,2026-04-02T06:20:30+00:00,Card Fraud,5182.41,Rajasthan,Kota,Police Station,ENT-003652,MEDIUM,SYNTHETIC
CMP-000295,2026-01-23T06:42:23+00:00,UPI,11044.5,Maharashtra,Nashik,1930,ENT-001279,LOW,SYNTHETIC
CMP-000296,2026-04-09T08:51:03+00:00,Investment,16907.53,Tamil Nadu,Coimbatore,Citizen App,ENT-010138,LOW,SYNTHETIC
CMP-000297,2026-03-30T14:47:12+00:00,UPI,53643.27,Maharashtra,Nashik,Citizen App,ENT-010932,LOW,SYNTHETIC
CMP-000298,2026-06-10T03:57:42+00:00,Investment,2521.29,West Bengal,Kolkata,Portal,ENT-009500,MEDIUM,SYNTHETIC
CMP-000299,2026-05-19T01:34:59+00:00,Loan Scam,8269.61,Rajasthan,Jaipur,Portal,ENT-006740,MEDIUM,SYNTHETIC
CMP-000300,2026-04-28T03:57:44+00:00,Phishing,10724.23,Madhya Pradesh,Indore,1930,ENT-005906,HIGH,SYNTHETIC
CMP-000301,2026-05-28T18:49:24+00:00,Card Fraud,18030.31,Rajasthan,Jodhpur,Portal,ENT-004268,MEDIUM,SYNTHETIC
CMP-000302,2026-03-21T04:22:03+00:00,Loan Scam,9842.1,Bihar,Bhagalpur,Portal,ENT-005930,LOW,SYNTHETIC
CMP-000303,2026-06-15T16:42:21+00:00,Loan Scam,30346.64,Karnataka,Bengaluru Urban,Citizen App,ENT-010643,HIGH,SYNTHETIC
CMP-000304,2026-04-27T14:51:00+00:00,Loan Scam,3479.5,West Bengal,Kolkata,Bank Referral,ENT-006431,HIGH,SYNTHETIC
CMP-000305,2026-04-17T11:28:24+00:00,Investment,12256.62,Telangana,Warangal,Bank Referral,ENT-011651,LOW,SYNTHETIC
CMP-000306,2026-05-31T20:23:30+00:00,Impersonation,29364.46,Maharashtra,Nashik,1930,ENT-007366,HIGH,SYNTHETIC
CMP-000307,2026-03-09T04:48:34+00:00,Impersonation,30773.08,Maharashtra,Nagpur,Bank Referral,ENT-009488,MEDIUM,SYNTHETIC
CMP-000308,2026-01-19T02:22:46+00:00,UPI,10273.9,Rajasthan,Jodhpur,Portal,ENT-000171,LOW,SYNTHETIC
CMP-000309,2026-01-01T20:15:02+00:00,Loan Scam,6325.34,West Bengal,Howrah,Citizen App,ENT-004458,LOW,SYNTHETIC
CMP-000310,2026-01-17T13:01:33+00:00,Phishing,13496.94,Tamil Nadu,Chennai,Bank Referral,ENT-004653,HIGH,SYNTHETIC
CMP-000311,2026-03-12T01:31:36+00:00,Impersonation,10318.37,Madhya Pradesh,Bhopal,Police Station,ENT-006556,HIGH,SYNTHETIC
CMP-000312,2026-03-04T13:05:09+00:00,Remote Access,16422.22,Uttar Pradesh,Gautam Buddha Nagar,Portal,ENT-005417,MEDIUM,SYNTHETIC
CMP-000313,2026-06-08T09:35:31+00:00,Remote Access,62144.28,Tamil Nadu,Chennai,Bank Referral,ENT-007491,LOW,SYNTHETIC
CMP-000314,2026-04-06T07:52:32+00:00,Marketplace,42767.86,Maharashtra,Thane,Portal,ENT-004675,HIGH,SYNTHETIC
CMP-000315,2026-03-18T04:10:33+00:00,Phishing,7949.57,Madhya Pradesh,Bhopal,Police Station,ENT-005282,MEDIUM,SYNTHETIC
CMP-000316,2026-01-17T06:12:03+00:00,Loan Scam,1556.62,Rajasthan,Jodhpur,Citizen App,ENT-007710,LOW,SYNTHETIC
CMP-000317,2026-02-04T12:57:09+00:00,Loan Scam,7306.86,Maharashtra,Mumbai,1930,ENT-005583,LOW,SYNTHETIC
CMP-000318,2026-05-13T06:21:27+00:00,Investment,7493.48,Uttar Pradesh,Jaunpur,Police Station,ENT-005367,HIGH,SYNTHETIC
CMP-000319,2026-06-03T16:05:42+00:00,Impersonation,6258.53,Uttar Pradesh,Kanpur Nagar,Citizen App,ENT-008816,HIGH,SYNTHETIC
CMP-000320,2026-06-10T06:59:32+00:00,Marketplace,6716.44,Telangana,Nizamabad,Police Station,ENT-004118,MEDIUM,SYNTHETIC
CMP-000321,2026-03-29T00:00:37+00:00,Remote Access,15483.41,Delhi,South East Delhi,Bank Referral,ENT-003035,HIGH,SYNTHETIC
CMP-000322,2026-01-13T12:25:04+00:00,UPI,3911.37,Karnataka,Bengaluru Urban,1930,ENT-000610,MEDIUM,SYNTHETIC
CMP-000323,2026-06-11T03:18:08+00:00,Phishing,2207.44,Maharashtra,Nagpur,Citizen App,ENT-002954,LOW,SYNTHETIC
CMP-000324,2026-05-23T12:15:09+00:00,Remote Access,2260.77,Bihar,Muzaffarpur,Portal,ENT-009546,HIGH,SYNTHETIC
CMP-000325,2026-05-11T19:33:11+00:00,Loan Scam,8068.17,Bihar,Muzaffarpur,Police Station,ENT-003757,MEDIUM,SYNTHETIC
CMP-000326,2026-02-15T06:29:22+00:00,Marketplace,8660.94,Bihar,Gaya,1930,ENT-003188,MEDIUM,SYNTHETIC
CMP-000327,2026-03-06T17:21:26+00:00,Marketplace,8641.73,Maharashtra,Thane,Citizen App,ENT-001723,HIGH,SYNTHETIC
CMP-000328,2026-06-02T13:37:42+00:00,Impersonation,21048.01,Telangana,Nizamabad,1930,ENT-010163,LOW,SYNTHETIC
CMP-000329,2026-01-06T23:29:01+00:00,Loan Scam,4461.2,Rajasthan,Kota,Bank Referral,ENT-009509,MEDIUM,SYNTHETIC
CMP-000330,2026-01-19T16:53:04+00:00,Remote Access,8372.01,Delhi,West Delhi,Bank Referral,ENT-000259,MEDIUM,SYNTHETIC
CMP-000331,2026-03-26T12:33:27+00:00,UPI,10141.18,Rajasthan,Jaipur,Bank Referral,ENT-000507,LOW,SYNTHETIC
CMP-000332,2026-06-11T23:05:25+00:00,Loan Scam,21900.47,Telangana,Warangal,Police Station,ENT-009819,MEDIUM,SYNTHETIC
CMP-000333,2026-01-12T04:56:03+00:00,Loan Scam,8100.8,Karnataka,Mangaluru,1930,ENT-002051,HIGH,SYNTHETIC
CMP-000334,2026-03-14T19:46:19+00:00,Loan Scam,12010.39,Uttar Pradesh,Kanpur Nagar,Citizen App,ENT-004580,LOW,SYNTHETIC
CMP-000335,2026-04-07T04:27:53+00:00,Investment,2815.08,Delhi,North East Delhi,Citizen App,ENT-003425,LOW,SYNTHETIC
CMP-000336,2026-01-12T03:07:59+00:00,UPI,1462.65,Rajasthan,Kota,Police Station,ENT-003139,HIGH,SYNTHETIC
CMP-000337,2026-04-17T16:08:51+00:00,Investment,63080.48,Madhya Pradesh,Bhopal,1930,ENT-000632,MEDIUM,SYNTHETIC
CMP-000338,2026-05-02T12:23:14+00:00,Investment,12914.08,Karnataka,Bengaluru Urban,Bank Referral,ENT-001801,MEDIUM,SYNTHETIC
CMP-000339,2026-06-25T22:35:36+00:00,UPI,5297.04,Rajasthan,Jodhpur,Citizen App,ENT-007640,MEDIUM,SYNTHETIC
CMP-000340,2026-02-24T18:57:11+00:00,UPI,6015.19,Rajasthan,Jaipur,Bank Referral,ENT-000302,MEDIUM,SYNTHETIC
CMP-000341,2026-06-12T11:34:40+00:00,Investment,23247.43,Rajasthan,Jodhpur,Bank Referral,ENT-003768,MEDIUM,SYNTHETIC
CMP-000342,2026-04-14T17:09:58+00:00,Investment,17305.11,Karnataka,Bengaluru Urban,Portal,ENT-008353,MEDIUM,SYNTHETIC
CMP-000343,2026-04-02T20:52:48+00:00,Card Fraud,22958.48,Rajasthan,Udaipur,Portal,ENT-005102,HIGH,SYNTHETIC
CMP-000344,2026-05-24T10:49:56+00:00,UPI,2990.53,Rajasthan,Jodhpur,1930,ENT-001252,MEDIUM,SYNTHETIC
CMP-000345,2026-04-05T21:40:11+00:00,UPI,6091.61,Delhi,New Delhi,Citizen App,ENT-001179,LOW,SYNTHETIC
CMP-000346,2026-04-01T09:33:26+00:00,Phishing,20685.98,Uttar Pradesh,Varanasi,Police Station,ENT-000134,MEDIUM,SYNTHETIC
CMP-000347,2026-01-12T06:02:36+00:00,Card Fraud,4046.07,Rajasthan,Jodhpur,1930,ENT-010094,HIGH,SYNTHETIC
CMP-000348,2026-02-08T14:00:49+00:00,Loan Scam,8112.08,Rajasthan,Jodhpur,Police Station,ENT-001647,HIGH,SYNTHETIC
CMP-000349,2026-06-18T00:03:16+00:00,UPI,78060.47,Delhi,South East Delhi,1930,ENT-000787,LOW,SYNTHETIC
CMP-000350,2026-02-21T01:55:20+00:00,Impersonation,37302.51,Delhi,South East Delhi,Police Station,ENT-010538,MEDIUM,SYNTHETIC
CMP-000351,2026-06-01T22:55:03+00:00,Phishing,2205.21,Telangana,Nizamabad,Bank Referral,ENT-007318,HIGH,SYNTHETIC
CMP-000352,2026-01-06T05:52:15+00:00,Card Fraud,14713.47,Tamil Nadu,Coimbatore,Portal,ENT-000382,LOW,SYNTHETIC
CMP-000353,2026-01-19T04:41:05+00:00,UPI,45933.68,Karnataka,Mangaluru,Portal,ENT-002638,HIGH,SYNTHETIC
CMP-000354,2026-01-09T18:50:18+00:00,Investment,16818.02,Rajasthan,Jaipur,1930,ENT-010120,HIGH,SYNTHETIC
CMP-000355,2026-02-15T14:17:43+00:00,Marketplace,26090.1,Tamil Nadu,Coimbatore,Portal,ENT-006495,MEDIUM,SYNTHETIC
CMP-000356,2026-02-11T19:09:56+00:00,Phishing,11594.61,Delhi,New Delhi,1930,ENT-004700,LOW,SYNTHETIC
CMP-000357,2026-05-19T23:38:16+00:00,Investment,3801.2,West Bengal,Kolkata,1930,ENT-011328,LOW,SYNTHETIC
CMP-000358,2026-06-02T15:11:17+00:00,Loan Scam,8909.03,Telangana,Nizamabad,Bank Referral,ENT-008328,MEDIUM,SYNTHETIC
CMP-000359,2026-06-19T01:05:33+00:00,Marketplace,3464.68,Delhi,North East Delhi,1930,ENT-009164,MEDIUM,SYNTHETIC
CMP-000360,2026-04-06T02:23:42+00:00,Marketplace,37762.19,Tamil Nadu,Chennai,Citizen App,ENT-006818,LOW,SYNTHETIC
CMP-000361,2026-02-14T20:16:03+00:00,Card Fraud,21934.19,Delhi,South East Delhi,Portal,ENT-010144,HIGH,SYNTHETIC
CMP-000362,2026-06-08T15:48:11+00:00,Impersonation,4513.91,West Bengal,Kolkata,Citizen App,ENT-009337,LOW,SYNTHETIC
CMP-000363,2026-05-13T20:32:39+00:00,Marketplace,19727.25,Telangana,Warangal,Bank Referral,ENT-000467,HIGH,SYNTHETIC
CMP-000364,2026-06-13T14:46:16+00:00,Marketplace,35438.79,Tamil Nadu,Coimbatore,Bank Referral,ENT-005774,HIGH,SYNTHETIC
CMP-000365,2026-03-15T02:56:26+00:00,Investment,37546.44,Bihar,Patna,Police Station,ENT-007996,LOW,SYNTHETIC
CMP-000366,2026-03-05T16:03:35+00:00,Remote Access,14088.63,Rajasthan,Jodhpur,Portal,ENT-005424,LOW,SYNTHETIC
CMP-000367,2026-02-08T22:14:17+00:00,Impersonation,10014.93,Maharashtra,Nagpur,Police Station,ENT-008025,MEDIUM,SYNTHETIC
CMP-000368,2026-03-19T07:08:22+00:00,UPI,4588.17,Maharashtra,Mumbai,Police Station,ENT-008684,LOW,SYNTHETIC
CMP-000369,2026-02-08T05:06:28+00:00,Loan Scam,10631.28,West Bengal,Kolkata,Portal,ENT-001164,MEDIUM,SYNTHETIC
CMP-000370,2026-03-23T17:23:33+00:00,Remote Access,3867.38,Madhya Pradesh,Bhopal,Citizen App,ENT-000285,HIGH,SYNTHETIC
CMP-000371,2026-06-25T05:19:37+00:00,Remote Access,50298.38,Rajasthan,Jaipur,1930,ENT-009569,HIGH,SYNTHETIC
CMP-000372,2026-06-24T10:10:49+00:00,Marketplace,6733.25,Bihar,Bhagalpur,Bank Referral,ENT-008044,LOW,SYNTHETIC
CMP-000373,2026-05-17T15:46:44+00:00,Remote Access,5006.51,Delhi,South East Delhi,Police Station,ENT-009911,HIGH,SYNTHETIC
CMP-000374,2026-02-11T06:09:56+00:00,UPI,13091.45,Rajasthan,Jodhpur,Police Station,ENT-003319,HIGH,SYNTHETIC
