endpoint_id,endpoint_type,state,district,latitude,longitude,h3_cell
EP-01233,Prepaid,Delhi,North East Delhi,23.529746,70.337524,H3-4669381662624
EP-01234,Merchant_QR,West Bengal,Kolkata,19.103401,70.316879,H3-6480940930056
EP-01235,Bank_Branch,Telangana,Nizamabad,30.188897,71.665076,H3-1124371617074
EP-01236,ATM,Delhi,South East Delhi,27.286432,78.294679,H3-4595227138438
EP-01237,Prepaid,Bihar,Patna,15.607516,72.102553,H3-1119555688978
EP-01238,POS_Cashback,Tamil Nadu,Coimbatore,21.85139,82.375627,H3-5745385318617
EP-01239,ATM,Tamil Nadu,Coimbatore,19.53025,85.898391,H3-5005820572682
EP-01240,Merchant_QR,Rajasthan,Kota,24.000307,81.074161,H3-6519779360757
EP-01241,Prepaid,Bihar,Muzaffarpur,25.532119,76.628392,H3-3431092219495
EP-01242,Merchant_QR,Uttar Pradesh,Lucknow,15.479318,74.609574,H3-2470714734309
EP-01243,ATM,Maharashtra,Thane,23.270666,69.477496,H3-2473168775301
EP-01244,ATM,Karnataka,Bengaluru Urban,11.944961,83.854171,H3-9740503639850
EP-01245,AePS_BC,Tamil Nadu,Chennai,17.624072,74.296666,H3-8454196317033
EP-01246,AePS_BC,Karnataka,Bengaluru Urban,29.101728,75.646481,H3-2153155130504
EP-01247,Bank_Branch,Delhi,South East Delhi,17.596162,85.695608,H3-2102631858783
EP-01248,ATM,West Bengal,Howrah,23.736614,68.587442,H3-9805569773499
EP-01249,AePS_BC,Delhi,New Delhi,9.457267,71.961343,H3-1929157365139
EP-01250,Bank_Branch,Bihar,Patna,29.271868,73.144297,H3-5565748913256
EP-01251,ATM,Maharashtra,Thane,29.961963,82.835934,H3-5143714941001
EP-01252,AePS_BC,Madhya Pradesh,Bhopal,27.605278,72.755057,H3-3545916277516
EP-01253,ATM,Rajasthan,Jodhpur,14.169851,69.780189,H3-9738002663052
EP-01254,Bank_Branch,Rajasthan,Jodhpur,19.371519,75.222952,H3-4077690140651
EP-01255,ATM,Maharashtra,Nashik,12.257459,80.781381,H3-2458134627292
EP-01256,AePS_BC,Tamil Nadu,Chennai,27.410452,84.802767,H3-9364237584490
EP-01257,POS_Cashback,West Bengal,Howrah,29.084719,71.315185,H3-1176929992539
EP-01258,Prepaid,West Bengal,Howrah,8.646544,79.31108,H3-9066561291172
EP-01259,ATM,Telangana,Warangal,29.525919,80.76147,H3-5012022123038
EP-01260,ATM,Tamil Nadu,Madurai,17.063042,72.916431,H3-3206753827855
EP-01261,Merchant_QR,Telangana,Hyderabad,9.450764,75.71409,H3-1990886317027
EP-01262,Prepaid,Madhya Pradesh,Jabalpur,25.957852,73.245518,H3-2212964011379
EP-01263,POS_Cashback,Delhi,South East Delhi,23.715344,80.80552,H3-2237111181759
EP-01264,POS_Cashback,Karnataka,Mysuru,16.683458,87.59358,H3-5064763877366
EP-01265,ATM,Maharashtra,Pune,16.419102,82.847309,H3-5359262570749
EP-01266,Prepaid,Maharashtra,Mumbai,29.468706,85.658544,H3-5952801911624
EP-01267,Bank_Branch,Tamil Nadu,Madurai,25.657392,70.276069,H3-9877273836657
EP-01268,AePS_BC,Rajasthan,Jaipur,28.274873,84.057987,H3-4159090754299
EP-01269,POS_Cashback,Maharashtra,Mumbai,15.034353,82.633794,H3-8351980889230
EP-01270,Merchant_QR,Bihar,Gaya,23.147075,70.276179,H3-2856612063586
EP-01271,ATM,West Bengal,Howrah,19.208101,80.99158,H3-3404366676296
EP-01272,AePS_BC,Rajasthan,Jodhpur,29.314942,80.41316,H3-8902148393672
EP-01273,Merchant_QR,Bihar,Gaya,21.056518,71.458685,H3-3433231371839
EP-01274,Merchant_QR,Bihar,Muzaffarpur,22.543945,88.21933,H3-4997815795730
EP-01275,AePS_BC,Delhi,South East Delhi,23.083654,70.590441,H3-5834927071213
EP-01276,ATM,Rajasthan,Jodhpur,24.534368,84.578255,H3-3378375985887
EP-01277,Merchant_QR,West Bengal,Kolkata,29.82689,86.622365,H3-1357547179133
EP-01278,ATM,Delhi,New Delhi,21.392247,71.157733,H3-6283473739368
EP-01279,AePS_BC,Rajasthan,Jaipur,29.750669,80.359183,H3-8163993271592
EP-01280,Merchant_QR,Maharashtra,Pune,23.275895,75.14627,H3-7052129504315
EP-01281,Merchant_QR,West Bengal,Howrah,18.540781,73.198395,H3-2209817809446
EP-01282,AePS_BC,Bihar,Bhagalpur,16.605442,75.796625,H3-9936672522827
EP-01283,Merchant_QR,Rajasthan,Kota,20.427439,75.806474,H3-9076307589337
EP-01284,Merchant_QR,Madhya Pradesh,Indore,30.000306,80.632038,H3-4283832171438
EP-01285,ATM,Tamil Nadu,Chennai,12.866309,81.026611,H3-6516967270586
EP-01286,AePS_BC,Uttar Pradesh,Gautam Buddha Nagar,27.418859,86.265708,H3-7419495351475
EP-01287,AePS_BC,Madhya Pradesh,Bhopal,14.860668,85.030322,H3-4737657935627
EP-01288,Merchant_QR,Telangana,Hyderabad,21.733048,78.511525,H3-5438273328193
EP-01289,Prepaid,Uttar Pradesh,Varanasi,14.032536,87.409723,H3-5312643184745
EP-01290,AePS_BC,Uttar Pradesh,Lucknow,19.064469,86.608873,H3-1813007732224
EP-01291,Merchant_QR,Tamil Nadu,Madurai,12.423971,79.165885,H3-1368374966711
EP-01292,AePS_BC,Maharashtra,Mumbai,18.493192,83.004975,H3-5915656427649
EP-01293,AePS_BC,Bihar,Gaya,12.947298,71.592588,H3-8755452413041
EP-01294,Crypto_P2P,Uttar Pradesh,Jaunpur,8.408364,87.646078,H3-4277848727082
EP-01295,Bank_Branch,Bihar,Muzaffarpur,29.851585,77.442447,H3-9338984573160
EP-01296,Prepaid,Tamil Nadu,Coimbatore,11.888383,73.464262,H3-3905746130411
EP-01297,AePS_BC,Delhi,North East Delhi,28.853396,87.637998,H3-7250528998504
EP-01298,Bank_Branch,Uttar Pradesh,Gautam Buddha Nagar,9.495108,69.274364,H3-3127325303429
EP-01299,ATM,West Bengal,North 24 Parganas,12.612958,73.399683,H3-9600994212072
EP-01300,AePS_BC,Madhya Pradesh,Jabalpur,21.19082,69.036541,H3-6760855760554
EP-01301,AePS_BC,Delhi,New Delhi,22.654971,72.296595,H3-3368561667402
EP-01302,Merchant_QR,Maharashtra,Mumbai,20.708942,70.199488,H3-4189067642848
EP-01303,ATM,Karnataka,Bengaluru Urban,25.693476,79.986025,H3-1349250125526
EP-01304,ATM,Madhya Pradesh,Jabalpur,16.88094,81.906803,H3-5616648212927
EP-01305,AePS_BC,Uttar Pradesh,Varanasi,29.108303,86.572572,H3-9050773117333
EP-01306,Crypto_P2P,Delhi,North East Delhi,10.874598,77.697237,H3-5446302014904
EP-01307,AePS_BC,Telangana,Warangal,17.390434,84.961943,H3-2294262878687
EP-01308,ATM,West Bengal,North 24 Parganas,18.919346,74.857176,H3-5240609480152
EP-01309,Merchant_QR,Rajasthan,Jaipur,28.339728,76.999466,H3-7573417203662
EP-01310,AePS_BC,Uttar Pradesh,Jaunpur,10.76853,71.706419,H3-2514050338100
EP-01311,ATM,Karnataka,Mysuru,9.533099,69.377794,H3-7953155361952
EP-01312,ATM,Maharashtra,Mumbai,10.666976,68.042279,H3-6995729836385
EP-01313,POS_Cashback,Karnataka,Mysuru,26.501874,76.632353,H3-2410031349548
EP-01314,AePS_BC,Tamil Nadu,Chennai,9.844416,78.928413,H3-1098918966140
EP-01315,AePS_BC,Bihar,Gaya,28.328206,72.542745,H3-8742679254550
EP-01316,Merchant_QR,Rajasthan,Jaipur,22.815207,71.046297,H3-9251683941681
EP-01317,AePS_BC,Madhya Pradesh,Bhopal,21.815049,86.101762,H3-2888309038377
EP-01318,AePS_BC,Bihar,Bhagalpur,12.687086,73.474927,H3-9409801304137
EP-01319,POS_Cashback,Maharashtra,Nagpur,26.097763,83.980183,H3-1572981320814
EP-01320,POS_Cashback,Telangana,Hyderabad,9.023252,70.619025,H3-2404827239164
EP-01321,ATM,Telangana,Hyderabad,28.139687,79.033802,H3-1658106510993
EP-01322,ATM,West Bengal,North 24 Parganas,17.880261,70.17161,H3-1413578797400
EP-01323,AePS_BC,West Bengal,Kolkata,16.819102,84.95412,H3-4178085352466
EP-01324,Merchant_QR,Uttar Pradesh,Lucknow,15.532063,84.013286,H3-9628450557032
EP-01325,AePS_BC,Maharashtra,Thane,9.114797,79.888542,H3-6517640888691
EP-01326,Merchant_QR,Telangana,Hyderabad,25.828005,83.20129,H3-6858094258446
EP-01327,ATM,Madhya Pradesh,Jabalpur,29.083622,84.870572,H3-2657410829950
EP-01328,Prepaid,Uttar Pradesh,Varanasi,23.822241,70.811792,H3-6188114572847
EP-01329,Crypto_P2P,Madhya Pradesh,Jabalpur,13.615713,68.324593,H3-9886124161669
EP-01330,Merchant_QR,Uttar Pradesh,Varanasi,17.499485,80.538898,H3-5999518171563
EP-01331,ATM,Karnataka,Bengaluru Urban,28.832119,68.528836,H3-8819079847470
EP-01332,Bank_Branch,Bihar,Patna,15.471995,79.21327,H3-3581168723624
EP-01333,ATM,Telangana,Hyderabad,13.554135,78.413184,H3-8570064987139
EP-01334,ATM,Madhya Pradesh,Bhopal,17.287446,80.474907,H3-9624745790514
EP-01335,Bank_Branch,Uttar Pradesh,Kanpur Nagar,12.624622,68.812847,H3-6890804878409
EP-01336,Merchant_QR,Delhi,New Delhi,9.718773,69.282388,H3-5516809235622
EP-01337,AePS_BC,Uttar Pradesh,Varanasi,9.464812,73.142845,H3-9920690398536
EP-01338,Prepaid,Delhi,South East Delhi,22.838121,79.890485,H3-8141910487714
EP-01339,AePS_BC,Tamil Nadu,Chennai,19.687183,86.030047,H3-6159244975794
EP-01340,ATM,Karnataka,Mysuru,21.766423,88.020962,H3-6206430985782
EP-01341,Prepaid,Karnataka,Mangaluru,16.72608,72.274177,H3-5014360805465
EP-01342,AePS_BC,Maharashtra,Thane,18.400419,70.861564,H3-7347088920439
EP-01343,Merchant_QR,Bihar,Muzaffarpur,11.386195,69.651931,H3-7845056330386
EP-01344,AePS_BC,Uttar Pradesh,Lucknow,9.617366,79.776791,H3-8945304648749
EP-01345,Prepaid,West Bengal,Howrah,24.039977,72.424521,H3-7978329596998
EP-01346,POS_Cashback,Uttar Pradesh,Varanasi,29.428383,85.450948,H3-6752639351681
EP-01347,Bank_Branch,Maharashtra,Pune,24.155865,73.508465,H3-5678234265912
EP-01348,AePS_BC,Rajasthan,Udaipur,20.59332,79.539569,H3-5774612197689
EP-01349,Crypto_P2P,Karnataka,Bengaluru Urban,29.945159,77.484291,H3-1653302998684
EP-01350,POS_Cashback,Maharashtra,Nagpur,13.061338,72.025556,H3-7582711422831
EP-01351,POS_Cashback,Maharashtra,Mumbai,19.552027,80.623081,H3-5324808946827
EP-01352,Crypto_P2P,Karnataka,Bengaluru Urban,18.911062,87.233862,H3-1959562170621
EP-01353,Crypto_P2P,Bihar,Patna,11.454725,84.228251,H3-2844009474322
EP-01354,AePS_BC,Tamil Nadu,Chennai,14.581691,81.596328,H3-7943616353847
EP-01355,AePS_BC,Maharashtra,Pune,24.791249,68.949311,H3-4205623377217
EP-01356,Merchant_QR,Madhya Pradesh,Indore,25.682552,72.407773,H3-9601707495881
EP-01357,Prepaid,Karnataka,Bengaluru Urban,9.61551,82.408079,H3-9394093303053
EP-01358,AePS_BC,West Bengal,Howrah,22.187984,72.776364,H3-3926337904633
EP-01359,POS_Cashback,Delhi,South East Delhi,19.552513,86.0228,H3-3130076381859
EP-01360,Bank_Branch,Madhya Pradesh,Indore,9.42602,84.671626,H3-8662003983291
EP-01361,POS_Cashback,Rajasthan,Udaipur,9.95295,78.277861,H3-2679225761788
EP-01362,ATM,Delhi,South East Delhi,27.593504,73.731927,H3-2304430194128
EP-01363,POS_Cashback,Rajasthan,Kota,14.935275,68.458706,H3-9370587040346
EP-01364,ATM,Rajasthan,Kota,11.286773,81.175932,H3-3855217313900
EP-01365,Prepaid,West Bengal,Howrah,10.564161,84.310952,H3-6255353000327
EP-01366,ATM,Tamil Nadu,Coimbatore,22.659115,86.757125,H3-4237775810061
EP-01367,Bank_Branch,Uttar Pradesh,Kanpur Nagar,28.596417,87.343534,H3-3973046507278
EP-01368,POS_Cashback,Madhya Pradesh,Indore,21.21009,79.422311,H3-5821876801352
EP-01369,ATM,Maharashtra,Nashik,24.835721,87.715343,H3-3264108214648
EP-01370,Crypto_P2P,Delhi,South East Delhi,22.396771,76.826041,H3-2484781124947
EP-01371,Merchant_QR,Rajasthan,Jaipur,10.175264,74.238827,H3-5107277733583
EP-01372,Merchant_QR,Karnataka,Mysuru,24.634755,84.569887,H3-5698432929487
EP-01373,ATM,Maharashtra,Nagpur,22.407531,86.146175,H3-7973593896368
EP-01374,Crypto_P2P,Karnataka,Bengaluru Urban,26.612245,72.108909,H3-8262140645954
EP-01375,Prepaid,Telangana,Nizamabad,28.699998,70.357722,H3-8810687520942
EP-01376,AePS_BC,Karnataka,Mangaluru,18.255843,68.509962,H3-1911479839468
EP-01377,Bank_Branch,West Bengal,Howrah,26.178263,83.860241,H3-4242507547840
EP-01378,ATM,Rajasthan,Udaipur,28.689536,71.491714,H3-7341337892329
EP-01379,AePS_BC,West Bengal,Howrah,22.879703,70.8406,H3-1199166642819
EP-01380,AePS_BC,Karnataka,Bengaluru Urban,28.198391,74.996009,H3-9871398158796
EP-01381,Bank_Branch,Uttar Pradesh,Kanpur Nagar,19.186191,79.227903,H3-5260697355636
EP-01382,POS_Cashback,Maharashtra,Pune,16.006471,84.788653,H3-3688936607936
EP-01383,ATM,Rajasthan,Jaipur,14.093444,86.495669,H3-6268663220335
EP-01384,Bank_Branch,Delhi,New Delhi,8.385592,71.095118,H3-1029827042732
EP-01385,Merchant_QR,Bihar,Bhagalpur,19.041038,68.875548,H3-5363872602315
EP-01386,ATM,Telangana,Warangal,8.449651,73.840419,H3-5495065541564
EP-01387,ATM,Maharashtra,Thane,25.355414,77.0937,H3-3800471456384
EP-01388,ATM,Madhya Pradesh,Indore,24.433644,75.917306,H3-3762100115173
EP-01389,Crypto_P2P,Tamil Nadu,Coimbatore,14.595512,74.434059,H3-9471663608190
EP-01390,ATM,Rajasthan,Udaipur,14.242155,72.93251,H3-9804937481521
EP-01391,ATM,Uttar Pradesh,Lucknow,11.857378,84.25964,H3-2102734563316
EP-01392,AePS_BC,Bihar,Bhagalpur,15.791622,83.992029,H3-7868759603104
EP-01393,AePS_BC,West Bengal,North 24 Parganas,12.510954,71.270681,H3-3980081378318
EP-01394,AePS_BC,Telangana,Hyderabad,25.240566,68.771558,H3-2476788066743
EP-01395,ATM,Telangana,Nizamabad,19.673583,85.716644,H3-4939013713355
EP-01396,ATM,Delhi,West Delhi,22.134879,76.049681,H3-4634738333823
EP-01397,Merchant_QR,Karnataka,Mysuru,27.008377,86.202715,H3-9740603457505
EP-01398,AePS_BC,Delhi,West Delhi,20.315589,69.654597,H3-7773928652913
EP-01399,ATM,Uttar Pradesh,Lucknow,15.162996,80.29077,H3-9204669759677
EP-01400,Bank_Branch,Rajasthan,Kota,22.395575,79.566793,H3-9791235297274
EP-01401,AePS_BC,West Bengal,North 24 Parganas,8.356058,70.949713,H3-9551088971994
EP-01402,Bank_Branch,Rajasthan,Jaipur,15.79568,88.257015,H3-1735994656858
EP-01403,POS_Cashback,Tamil Nadu,Coimbatore,14.061707,75.768952,H3-3433679567865
EP-01404,Merchant_QR,Maharashtra,Mumbai,23.017304,86.067149,H3-7349694160287
EP-01405,AePS_BC,Maharashtra,Nashik,17.133235,86.05592,H3-2042712326002
EP-01406,ATM,Uttar Pradesh,Jaunpur,11.73169,73.838766,H3-8085345627108
EP-01407,Merchant_QR,Tamil Nadu,Coimbatore,20.911805,79.521775,H3-5830007018775
EP-01408,AePS_BC,Rajasthan,Jaipur,23.639243,85.190959,H3-6285550709184
EP-01409,POS_Cashback,Rajasthan,Udaipur,27.208231,84.871747,H3-8856146280062
EP-01410,Merchant_QR,Maharashtra,Nagpur,30.03598,87.319679,H3-3975469975259
EP-01411,Merchant_QR,Telangana,Hyderabad,29.471259,87.340488,H3-3010611622502
EP-01412,ATM,Karnataka,Bengaluru Urban,22.415869,77.471367,H3-3882711827305
EP-01413,ATM,Telangana,Hyderabad,11.891553,80.639914,H3-7657702308725
EP-01414,ATM,Uttar Pradesh,Jaunpur,11.372191,68.770996,H3-4652785198556
EP-01415,Crypto_P2P,Maharashtra,Nagpur,9.425964,85.094539,H3-4751435135813
EP-01416,Merchant_QR,Madhya Pradesh,Indore,13.567093,85.621463,H3-9663182233890
EP-01417,AePS_BC,West Bengal,Kolkata,21.859658,77.152056,H3-5827936630355
EP-01418,ATM,Madhya Pradesh,Jabalpur,26.994924,86.667278,H3-2367628974884
EP-01419,Merchant_QR,Delhi,West Delhi,14.36901,70.113631,H3-2939235566193
EP-01420,Merchant_QR,Madhya Pradesh,Indore,13.627434,70.534078,H3-9986444215936
EP-01421,Bank_Branch,Madhya Pradesh,Indore,17.174045,80.576342,H3-9629827353229
EP-01422,ATM,Karnataka,Bengaluru Urban,25.665715,71.960246,H3-2401690499726
EP-01423,AePS_BC,Karnataka,Bengaluru Urban,27.295819,70.96793,H3-5241633404385
EP-01424,Merchant_QR,Uttar Pradesh,Kanpur Nagar,20.379821,73.028896,H3-9021939036042
EP-01425,Crypto_P2P,Rajasthan,Kota,18.113496,72.435705,H3-8487995889072
EP-01426,Crypto_P2P,Uttar Pradesh,Varanasi,24.316681,69.156883,H3-4766725105378
EP-01427,Merchant_QR,Telangana,Hyderabad,23.66637,79.733388,H3-2503264477879
EP-01428,Merchant_QR,Telangana,Nizamabad,23.383356,82.772076,H3-7572602591377
EP-01429,Crypto_P2P,West Bengal,Kolkata,14.151693,76.76993,H3-9078818253321
EP-01430,AePS_BC,Telangana,Nizamabad,30.498353,84.56914,H3-5473254278866
EP-01431,ATM,Uttar Pradesh,Jaunpur,27.232054,84.341131,H3-5657045083113
EP-01432,ATM,Madhya Pradesh,Jabalpur,13.334336,73.873487,H3-5487409980131
EP-01433,Merchant_QR,Delhi,South East Delhi,9.51594,76.111485,H3-5895584167319
EP-01434,Crypto_P2P,Rajasthan,Udaipur,30.348806,78.836344,H3-1691320264571
EP-01435,Crypto_P2P,Rajasthan,Udaipur,26.195622,78.137367,H3-4193788649535
EP-01436,Bank_Branch,Madhya Pradesh,Indore,19.017527,78.364976,H3-7012445647508
EP-01437,ATM,Tamil Nadu,Coimbatore,16.80566,68.843919,H3-8524361668249
EP-01438,POS_Cashback,Madhya Pradesh,Jabalpur,30.290058,72.412923,H3-5285666886277
EP-01439,ATM,Karnataka,Mysuru,23.173069,76.342684,H3-8430711235579
EP-01440,Merchant_QR,Delhi,New Delhi,28.047721,84.183533,H3-8735252460788
EP-01441,ATM,Rajasthan,Jaipur,9.933276,88.382831,H3-7339672805196
EP-01442,AePS_BC,Uttar Pradesh,Varanasi,26.546917,75.028007,H3-1083140499102
EP-01443,ATM,West Bengal,Howrah,15.137485,70.284647,H3-5975303658243
EP-01444,ATM,Karnataka,Mysuru,22.770547,74.8147,H3-6605702088469
EP-01445,Merchant_QR,West Bengal,Howrah,9.460435,87.713027,H3-1565986592059
EP-01446,Merchant_QR,Delhi,South East Delhi,27.416944,83.979417,H3-1087644210747
EP-01447,Bank_Branch,Tamil Nadu,Chennai,17.114344,83.004604,H3-2843914458599
EP-01448,Prepaid,Bihar,Bhagalpur,25.584566,87.196465,H3-7562679635406
EP-01449,POS_Cashback,Maharashtra,Nashik,10.179616,88.103131,H3-5407391284601
EP-01450,AePS_BC,Uttar Pradesh,Varanasi,28.449892,82.792553,H3-7812517795047
EP-01451,Merchant_QR,Uttar Pradesh,Lucknow,19.466555,80.877961,H3-5313206062907
EP-01452,AePS_BC,Tamil Nadu,Chennai,18.610528,78.177179,H3-1684556134391
EP-01453,Crypto_P2P,Telangana,Hyderabad,24.235953,69.226999,H3-9086954847330
EP-01454,Merchant_QR,Tamil Nadu,Coimbatore,18.309571,84.78445,H3-3988569419310
EP-01455,Crypto_P2P,West Bengal,North 24 Parganas,8.1383,75.229705,H3-5104877945498
EP-01456,Crypto_P2P,Delhi,South East Delhi,26.309755,74.96103,H3-1926655638452
EP-01457,Merchant_QR,Tamil Nadu,Chennai,24.189507,73.22438,H3-1908414961520
EP-01458,Bank_Branch,Rajasthan,Udaipur,23.92074,79.763198,H3-9685539983628
EP-01459,AePS_BC,Delhi,South East Delhi,10.77346,78.467186,H3-1637258670607
EP-01460,POS_Cashback,Delhi,New Delhi,20.612564,75.690971,H3-8520098581352
EP-01461,AePS_BC,Bihar,Bhagalpur,28.496615,68.828336,H3-8811008694139
EP-01462,ATM,Uttar Pradesh,Lucknow,30.441416,84.31868,H3-4363242493576
EP-01463,ATM,Maharashtra,Pune,19.471351,88.284336,H3-3956618827284
EP-01464,AePS_BC,Delhi,West Delhi,17.70326,85.079409,H3-6391541601312
EP-01465,Merchant_QR,Tamil Nadu,Chennai,16.143474,88.102932,H3-4492803593812
EP-01466,Merchant_QR,Delhi,New Delhi,30.284591,68.45879,H3-6359799358759
EP-01467,AePS_BC,Maharashtra,Thane,24.887888,82.367524,H3-7009004766350
EP-01468,AePS_BC,Bihar,Muzaffarpur,28.895597,83.769026,H3-7510229344045
EP-01469,AePS_BC,Delhi,New Delhi,26.803706,69.596275,H3-6317506609351
EP-01470,Merchant_QR,Tamil Nadu,Chennai,16.809453,88.478197,H3-7412244633617
EP-01471,Bank_Branch,Karnataka,Bengaluru Urban,8.355937,69.776898,H3-5095485221545
EP-01472,POS_Cashback,West Bengal,North 24 Parganas,14.490258,69.086275,H3-5570193888840
EP-01473,AePS_BC,Telangana,Warangal,28.341419,86.399113,H3-6531341333020
EP-01474,POS_Cashback,Madhya Pradesh,Indore,19.568386,84.374922,H3-3064837531302
EP-01475,Merchant_QR,Delhi,New Delhi,20.753808,74.710715,H3-9080595191544
EP-01476,Crypto_P2P,Maharashtra,Nagpur,11.999547,79.282232,H3-4439336904777
EP-01477,AePS_BC,Uttar Pradesh,Jaunpur,23.758629,73.383194,H3-9343033943625
EP-01478,Merchant_QR,Tamil Nadu,Coimbatore,9.624423,75.75124,H3-7304351833335
EP-01479,ATM,Rajasthan,Jodhpur,15.413088,73.183221,H3-1578850494077
EP-01480,POS_Cashback,Telangana,Warangal,13.584762,87.66676,H3-9229011669718
EP-01481,Bank_Branch,Bihar,Patna,18.959639,82.274123,H3-9945415471937
EP-01482,Prepaid,Tamil Nadu,Chennai,10.47236,74.959094,H3-5068661956372
EP-01483,ATM,West Bengal,North 24 Parganas,20.34055,87.721469,H3-8615459527559
EP-01484,Prepaid,Telangana,Nizamabad,16.012966,83.99823,H3-5637951003731
EP-01485,Bank_Branch,West Bengal,Kolkata,22.287382,85.935847,H3-4686065344274
EP-01486,ATM,Rajasthan,Kota,19.320627,74.309576,H3-6550217588944
EP-01487,Merchant_QR,Uttar Pradesh,Kanpur Nagar,28.567101,86.554594,H3-3449866434100
EP-01488,AePS_BC,Maharashtra,Thane,27.527014,78.83626,H3-1818434220430
EP-01489,AePS_BC,Bihar,Muzaffarpur,12.906371,79.292425,H3-2286285340619
EP-01490,Prepaid,Bihar,Muzaffarpur,23.172386,77.7687,H3-5946689430321
EP-01491,AePS_BC,Rajasthan,Jaipur,20.942094,80.46403,H3-3725592554872
EP-01492,AePS_BC,Bihar,Muzaffarpur,14.042352,87.835963,H3-8711508642864
EP-01493,AePS_BC,Uttar Pradesh,Varanasi,14.668901,69.930438,H3-1545825150268
EP-01494,ATM,Rajasthan,Jodhpur,28.102101,81.76938,H3-1537909681000
EP-01495,POS_Cashback,Uttar Pradesh,Kanpur Nagar,20.53004,82.710183,H3-2403425288741
EP-01496,Crypto_P2P,Tamil Nadu,Coimbatore,18.527009,72.228102,H3-2268089844454
EP-01497,AePS_BC,Tamil Nadu,Coimbatore,17.562102,70.418646,H3-6769724192996
EP-01498,ATM,West Bengal,North 24 Parganas,14.898615,85.136397,H3-2820250937386
EP-01499,Merchant_QR,Karnataka,Mysuru,25.342774,69.262557,H3-1495239928531
EP-01500,ATM,Telangana,Hyderabad,29.078192,75.460863,H3-7114050897989
