intervention_id,complaint_id,intervention_type,outcome,time_to_action_hours,recipient_response
INT-000312,CMP-000312,ENDPOINT_WATCH,SUCCESS,6.34,NOT_ACTED
INT-000313,CMP-000313,NO_ACTION,NO_ACTION,20.68,ACTED
INT-000314,CMP-000314,LIEN_MARK,SUCCESS,46.74,ALREADY_ACTIONED
INT-000315,CMP-000315,NO_ACTION,PARTIAL,16.13,ACTED
INT-000316,CMP-000316,ACCOUNT_FREEZE,SUCCESS,25.79,ACTED
INT-000317,CMP-000317,ACCOUNT_FREEZE,SUCCESS,18.55,ACTED
INT-000318,CMP-000318,LIEN_MARK,SUCCESS,5.25,ALREADY_ACTIONED
INT-000319,CMP-000319,NO_ACTION,SUCCESS,40.07,NOT_ACTED
INT-000320,CMP-000320,NO_ACTION,SUCCESS,8.12,NOT_ACTED
INT-000321,CMP-000321,ENDPOINT_WATCH,PARTIAL,3.31,NOT_ACTED
INT-000322,CMP-000322,ACCOUNT_FREEZE,PARTIAL,41.78,ACTED
INT-000323,CMP-000323,NO_ACTION,SUCCESS,10.33,OUT_OF_SCOPE
INT-000324,CMP-000324,ACCOUNT_FREEZE,SUCCESS,28.46,OUT_OF_SCOPE
INT-000325,CMP-000325,LIEN_MARK,SUCCESS,34.46,OUT_OF_SCOPE
INT-000326,CMP-000326,LIEN_MARK,NO_ACTION,35.65,FALSE_POSITIVE
INT-000327,CMP-000327,LIEN_MARK,PARTIAL,10.96,NOT_ACTED
INT-000328,CMP-000328,NO_ACTION,NO_ACTION,41.01,NOT_ACTED
INT-000329,CMP-000329,JURISDICTION_HANDOFF,SUCCESS,17.86,OUT_OF_SCOPE
INT-000330,CMP-000330,ENDPOINT_WATCH,PARTIAL,47.82,ACTED
INT-000331,CMP-000331,NO_ACTION,PARTIAL,34.07,OUT_OF_SCOPE
INT-000332,CMP-000332,ENDPOINT_WATCH,SUCCESS,43.0,ALREADY_ACTIONED
INT-000333,CMP-000333,LIEN_MARK,SUCCESS,35.92,FALSE_POSITIVE
INT-000334,CMP-000334,NO_ACTION,PARTIAL,39.02,ALREADY_ACTIONED
INT-000335,CMP-000335,ENDPOINT_WATCH,SUCCESS,47.76,NOT_ACTED
INT-000336,CMP-000336,NO_ACTION,SUCCESS,10.32,ALREADY_ACTIONED
INT-000337,CMP-000337,ENDPOINT_WATCH,SUCCESS,20.5,ACTED
INT-000338,CMP-000338,ENDPOINT_WATCH,PARTIAL,31.74,NOT_ACTED
INT-000339,CMP-000339,JURISDICTION_HANDOFF,SUCCESS,39.0,ALREADY_ACTIONED
INT-000340,CMP-000340,JURISDICTION_HANDOFF,SUCCESS,19.09,ACTED
INT-000341,CMP-000341,ACCOUNT_FREEZE,NO_ACTION,40.17,ALREADY_ACTIONED
INT-000342,CMP-000342,LIEN_MARK,NO_ACTION,25.85,NOT_ACTED
INT-000343,CMP-000343,NO_ACTION,SUCCESS,47.48,OUT_OF_SCOPE
INT-000344,CMP-000344,NO_ACTION,SUCCESS,7.53,ACTED
INT-000345,CMP-000345,LIEN_MARK,SUCCESS,19.27,OUT_OF_SCOPE
INT-000346,CMP-000346,JURISDICTION_HANDOFF,SUCCESS,14.76,ACTED
INT-000347,CMP-000347,JURISDICTION_HANDOFF,SUCCESS,27.46,ALREADY_ACTIONED
INT-000348,CMP-000348,JURISDICTION_HANDOFF,NO_ACTION,5.51,ACTED
INT-000349,CMP-000349,NO_ACTION,SUCCESS,9.26,NOT_ACTED
INT-000350,CMP-000350,LIEN_MARK,NO_ACTION,6.91,ACTED
INT-000351,CMP-000351,ENDPOINT_WATCH,SUCCESS,34.63,ACTED
INT-000352,CMP-000352,ACCOUNT_FREEZE,SUCCESS,5.45,ALREADY_ACTIONED
INT-000353,CMP-000353,ACCOUNT_FREEZE,PARTIAL,5.17,ACTED
INT-000354,CMP-000354,LIEN_MARK,SUCCESS,43.65,OUT_OF_SCOPE
INT-000355,CMP-000355,JURISDICTION_HANDOFF,SUCCESS,3.97,ACTED
INT-000356,CMP-000356,LIEN_MARK,NO_ACTION,40.05,NOT_ACTED
INT-000357,CMP-000357,LIEN_MARK,SUCCESS,13.1,OUT_OF_SCOPE
INT-000358,CMP-000358,NO_ACTION,SUCCESS,43.74,FALSE_POSITIVE
INT-000359,CMP-000359,JURISDICTION_HANDOFF,SUCCESS,18.64,ACTED
INT-000360,CMP-000360,JURISDICTION_HANDOFF,NO_ACTION,4.09,ALREADY_ACTIONED
INT-000361,CMP-000361,NO_ACTION,PARTIAL,35.18,ACTED
INT-000362,CMP-000362,JURISDICTION_HANDOFF,PARTIAL,5.7,NOT_ACTED
INT-000363,CMP-000363,NO_ACTION,SUCCESS,18.82,OUT_OF_SCOPE
INT-000364,CMP-000364,JURISDICTION_HANDOFF,SUCCESS,20.95,ACTED
INT-000365,CMP-000365,LIEN_MARK,SUCCESS,22.1,NOT_ACTED
INT-000366,CMP-000366,ACCOUNT_FREEZE,SUCCESS,31.35,OUT_OF_SCOPE
INT-000367,CMP-000367,JURISDICTION_HANDOFF,NO_ACTION,39.81,NOT_ACTED
INT-000368,CMP-000368,ACCOUNT_FREEZE,SUCCESS,16.86,ACTED
INT-000369,CMP-000369,JURISDICTION_HANDOFF,PARTIAL,40.67,OUT_OF_SCOPE
INT-000370,CMP-000370,ENDPOINT_WATCH,SUCCESS,17.02,ACTED
INT-000371,CMP-000371,ENDPOINT_WATCH,PARTIAL,30.9,ACTED
INT-000372,CMP-000372,LIEN_MARK,SUCCESS,47.54,NOT_ACTED
INT-000373,CMP-000373,ACCOUNT_FREEZE,SUCCESS,39.87,ACTED
INT-000374,CMP-000374,JURISDICTION_HANDOFF,SUCCESS,11.88,ALREADY_ACTIONED
INT-000375,CMP-000375,ENDPOINT_WATCH,SUCCESS,30.12,NOT_ACTED
INT-000376,CMP-000376,ACCOUNT_FREEZE,SUCCESS,23.28,OUT_OF_SCOPE
INT-000377,CMP-000377,NO_ACTION,SUCCESS,16.63,NOT_ACTED
INT-000378,CMP-000378,JURISDICTION_HANDOFF,PARTIAL,25.42,ACTED
INT-000379,CMP-000379,ACCOUNT_FREEZE,SUCCESS,3.09,NOT_ACTED
INT-000380,CMP-000380,ENDPOINT_WATCH,PARTIAL,38.5,NOT_ACTED
INT-000381,CMP-000381,NO_ACTION,SUCCESS,30.99,ALREADY_ACTIONED
INT-000382,CMP-000382,LIEN_MARK,SUCCESS,8.92,ACTED
INT-000383,CMP-000383,ACCOUNT_FREEZE,SUCCESS,13.2,NOT_ACTED
INT-000384,CMP-000384,JURISDICTION_HANDOFF,SUCCESS,22.35,ALREADY_ACTIONED
INT-000385,CMP-000385,LIEN_MARK,SUCCESS,24.1,ALREADY_ACTIONED
INT-000386,CMP-000386,LIEN_MARK,PARTIAL,33.0,ACTED
INT-000387,CMP-000387,NO_ACTION,NO_ACTION,44.13,FALSE_POSITIVE
INT-000388,CMP-000388,NO_ACTION,SUCCESS,46.74,FALSE_POSITIVE
INT-000389,CMP-000389,ENDPOINT_WATCH,PARTIAL,47.36,NOT_ACTED
INT-000390,CMP-000390,LIEN_MARK,PARTIAL,8.26,FALSE_POSITIVE
INT-000391,CMP-000391,NO_ACTION,NO_ACTION,47.15,FALSE_POSITIVE
INT-000392,CMP-000392,ACCOUNT_FREEZE,SUCCESS,18.06,ALREADY_ACTIONED
INT-000393,CMP-000393,ENDPOINT_WATCH,PARTIAL,28.1,NOT_ACTED
INT-000394,CMP-000394,ENDPOINT_WATCH,NO_ACTION,37.65,ACTED
INT-000395,CMP-000395,ACCOUNT_FREEZE,SUCCESS,10.06,ACTED
INT-000396,CMP-000396,LIEN_MARK,SUCCESS,35.76,NOT_ACTED
INT-000397,CMP-000397,JURISDICTION_HANDOFF,SUCCESS,25.31,ACTED
INT-000398,CMP-000398,NO_ACTION,PARTIAL,17.54,NOT_ACTED
INT-000399,CMP-000399,ENDPOINT_WATCH,NO_ACTION,34.48,ACTED
INT-000400,CMP-000400,JURISDICTION_HANDOFF,SUCCESS,8.62,ACTED
INT-000401,CMP-000401,JURISDICTION_HANDOFF,NO_ACTION,43.65,NOT_ACTED
INT-000402,CMP-000402,JURISDICTION_HANDOFF,SUCCESS,37.2,ACTED
INT-000403,CMP-000403,NO_ACTION,NO_ACTION,29.43,ACTED
INT-000404,CMP-000404,NO_ACTION,PARTIAL,34.63,ACTED
INT-000405,CMP-000405,NO_ACTION,SUCCESS,17.18,ACTED
INT-000406,CMP-000406,ACCOUNT_FREEZE,PARTIAL,9.85,OUT_OF_SCOPE
INT-000407,CMP-000407,JURISDICTION_HANDOFF,SUCCESS,23.8,NOT_ACTED
INT-000408,CMP-000408,ACCOUNT_FREEZE,PARTIAL,19.56,ALREADY_ACTIONED
INT-000409,CMP-000409,NO_ACTION,SUCCESS,23.14,ACTED
INT-000410,CMP-000410,ACCOUNT_FREEZE,NO_ACTION,4.96,ACTED
INT-000411,CMP-000411,LIEN_MARK,PARTIAL,33.5,FALSE_POSITIVE
INT-000412,CMP-000412,JURISDICTION_HANDOFF,SUCCESS,9.81,ACTED
INT-000413,CMP-000413,NO_ACTION,SUCCESS,10.51,NOT_ACTED
INT-000414,CMP-000414,LIEN_MARK,NO_ACTION,38.08,ACTED
INT-000415,CMP-000415,JURISDICTION_HANDOFF,SUCCESS,46.09,ACTED
INT-000416,CMP-000416,ACCOUNT_FREEZE,PARTIAL,41.31,ALREADY_ACTIONED
INT-000417,CMP-000417,ENDPOINT_WATCH,PARTIAL,21.44,ACTED
INT-000418,CMP-000418,NO_ACTION,SUCCESS,11.31,NOT_ACTED
INT-000419,CMP-000419,ACCOUNT_FREEZE,PARTIAL,42.9,ACTED
INT-000420,CMP-000420,ENDPOINT_WATCH,SUCCESS,6.11,ACTED
INT-000421,CMP-000421,ACCOUNT_FREEZE,SUCCESS,12.3,FALSE_POSITIVE
INT-000422,CMP-000422,JURISDICTION_HANDOFF,SUCCESS,45.73,FALSE_POSITIVE
INT-000423,CMP-000423,ACCOUNT_FREEZE,SUCCESS,20.2,ACTED
INT-000424,CMP-000424,JURISDICTION_HANDOFF,SUCCESS,29.39,ACTED
INT-000425,CMP-000425,ACCOUNT_FREEZE,SUCCESS,33.88,NOT_ACTED
INT-000426,CMP-000426,LIEN_MARK,PARTIAL,36.1,ACTED
INT-000427,CMP-000427,ACCOUNT_FREEZE,SUCCESS,4.77,FALSE_POSITIVE
INT-000428,CMP-000428,NO_ACTION,SUCCESS,43.22,ACTED
INT-000429,CMP-000429,ENDPOINT_WATCH,SUCCESS,40.9,NOT_ACTED
INT-000430,CMP-000430,LIEN_MARK,SUCCESS,35.06,ACTED
INT-000431,CMP-000431,JURISDICTION_HANDOFF,SUCCESS,42.37,FALSE_POSITIVE
INT-000432,CMP-000432,LIEN_MARK,SUCCESS,21.04,ACTED
INT-000433,CMP-000433,JURISDICTION_HANDOFF,NO_ACTION,31.57,ACTED
INT-000434,CMP-000434,JURISDICTION_HANDOFF,SUCCESS,16.49,ACTED
INT-000435,CMP-000435,ENDPOINT_WATCH,SUCCESS,30.95,ACTED
INT-000436,CMP-000436,JURISDICTION_HANDOFF,PARTIAL,31.72,ACTED
INT-000437,CMP-000437,LIEN_MARK,SUCCESS,16.63,OUT_OF_SCOPE
INT-000438,CMP-000438,ENDPOINT_WATCH,SUCCESS,17.16,OUT_OF_SCOPE
INT-000439,CMP-000439,ENDPOINT_WATCH,SUCCESS,41.49,FALSE_POSITIVE
INT-000440,CMP-000440,ENDPOINT_WATCH,NO_ACTION,20.03,NOT_ACTED
INT-000441,CMP-000441,ACCOUNT_FREEZE,SUCCESS,16.47,NOT_ACTED
INT-000442,CMP-000442,ACCOUNT_FREEZE,SUCCESS,40.39,ACTED
INT-000443,CMP-000443,JURISDICTION_HANDOFF,SUCCESS,23.28,ACTED
INT-000444,CMP-000444,ENDPOINT_WATCH,SUCCESS,16.24,OUT_OF_SCOPE
INT-000445,CMP-000445,LIEN_MARK,NO_ACTION,44.8,OUT_OF_SCOPE
INT-000446,CMP-000446,ENDPOINT_WATCH,NO_ACTION,9.82,ACTED
INT-000447,CMP-000447,ENDPOINT_WATCH,PARTIAL,25.5,ACTED
INT-000448,CMP-000448,NO_ACTION,SUCCESS,7.19,NOT_ACTED
INT-000449,CMP-000449,ACCOUNT_FREEZE,NO_ACTION,31.3,ACTED
INT-000450,CMP-000450,LIEN_MARK,SUCCESS,45.06,ALREADY_ACTIONED
INT-000451,CMP-000451,NO_ACTION,SUCCESS,38.1,OUT_OF_SCOPE
INT-000452,CMP-000452,NO_ACTION,SUCCESS,18.65,ACTED
INT-000453,CMP-000453,ENDPOINT_WATCH,SUCCESS,33.54,ACTED
INT-000454,CMP-000454,ACCOUNT_FREEZE,SUCCESS,16.42,FALSE_POSITIVE
INT-000455,CMP-000455,JURISDICTION_HANDOFF,NO_ACTION,17.77,ALREADY_ACTIONED
INT-000456,CMP-000456,LIEN_MARK,PARTIAL,3.54,ACTED
INT-000457,CMP-000457,ACCOUNT_FREEZE,SUCCESS,9.71,ACTED
INT-000458,CMP-000458,LIEN_MARK,SUCCESS,31.8,NOT_ACTED
INT-000459,CMP-000459,JURISDICTION_HANDOFF,SUCCESS,8.34,ALREADY_ACTIONED
INT-000460,CMP-000460,LIEN_MARK,SUCCESS,29.45,ALREADY_ACTIONED
INT-000461,CMP-000461,NO_ACTION,SUCCESS,25.95,OUT_OF_SCOPE
INT-000462,CMP-000462,JURISDICTION_HANDOFF,PARTIAL,24.37,FALSE_POSITIVE
INT-000463,CMP-000463,JURISDICTION_HANDOFF,SUCCESS,16.43,ALREADY_ACTIONED
INT-000464,CMP-000464,NO_ACTION,SUCCESS,18.39,ACTED
INT-000465,CMP-000465,ENDPOINT_WATCH,NO_ACTION,29.09,FALSE_POSITIVE
INT-000466,CMP-000466,ACCOUNT_FREEZE,SUCCESS,20.51,NOT_ACTED
INT-000467,CMP-000467,ENDPOINT_WATCH,SUCCESS,19.06,ACTED
INT-000468,CMP-000468,NO_ACTION,SUCCESS,4.45,ALREADY_ACTIONED
INT-000469,CMP-000469,ENDPOINT_WATCH,PARTIAL,21.46,ACTED
INT-000470,CMP-000470,JURISDICTION_HANDOFF,SUCCESS,45.2,ACTED
INT-000471,CMP-000471,LIEN_MARK,SUCCESS,7.68,ACTED
INT-000472,CMP-000472,ACCOUNT_FREEZE,PARTIAL,44.69,NOT_ACTED
INT-000473,CMP-000473,JURISDICTION_HANDOFF,SUCCESS,47.77,ACTED
INT-000474,CMP-000474,NO_ACTION,PARTIAL,9.33,ALREADY_ACTIONED
INT-000475,CMP-000475,NO_ACTION,SUCCESS,43.04,ACTED
INT-000476,CMP-000476,ENDPOINT_WATCH,SUCCESS,5.9,FALSE_POSITIVE
INT-000477,CMP-000477,LIEN_MARK,NO_ACTION,4.96,ACTED
INT-000478,CMP-000478,ENDPOINT_WATCH,SUCCESS,46.13,NOT_ACTED
INT-000479,CMP-000479,JURISDICTION_HANDOFF,NO_ACTION,28.41,ACTED
INT-000480,CMP-000480,NO_ACTION,NO_ACTION,36.49,ALREADY_ACTIONED
INT-000481,CMP-000481,ENDPOINT_WATCH,SUCCESS,45.08,NOT_ACTED
INT-000482,CMP-000482,ACCOUNT_FREEZE,SUCCESS,24.94,NOT_ACTED
INT-000483,CMP-000483,ACCOUNT_FREEZE,SUCCESS,18.33,ACTED
INT-000484,CMP-000484,NO_ACTION,SUCCESS,33.53,ALREADY_ACTIONED
INT-000485,CMP-000485,JURISDICTION_HANDOFF,PARTIAL,43.52,ACTED
INT-000486,CMP-000486,LIEN_MARK,SUCCESS,23.19,OUT_OF_SCOPE
INT-000487,CMP-000487,LIEN_MARK,SUCCESS,44.82,ACTED
INT-000488,CMP-000488,JURISDICTION_HANDOFF,SUCCESS,37.41,ACTED
INT-000489,CMP-000489,LIEN_MARK,NO_ACTION,47.45,ACTED
INT-000490,CMP-000490,JURISDICTION_HANDOFF,NO_ACTION,6.87,ALREADY_ACTIONED
INT-000491,CMP-000491,JURISDICTION_HANDOFF,NO_ACTION,30.27,OUT_OF_SCOPE
INT-000492,CMP-000492,NO_ACTION,PARTIAL,37.52,ALREADY_ACTIONED
INT-000493,CMP-000493,JURISDICTION_HANDOFF,SUCCESS,3.06,ACTED
INT-000494,CMP-000494,ENDPOINT_WATCH,SUCCESS,6.73,ALREADY_ACTIONED
INT-000495,CMP-000495,NO_ACTION,SUCCESS,23.24,ALREADY_ACTIONED
INT-000496,CMP-000496,JURISDICTION_HANDOFF,SUCCESS,37.23,ACTED
INT-000497,CMP-000497,ENDPOINT_WATCH,PARTIAL,12.89,ALREADY_ACTIONED
INT-000498,CMP-000498,JURISDICTION_HANDOFF,SUCCESS,13.06,ACTED
INT-000499,CMP-000499,JURISDICTION_HANDOFF,PARTIAL,45.63,ALREADY_ACTIONED
INT-000500,CMP-000500,ACCOUNT_FREEZE,NO_ACTION,36.63,ACTED
INT-000501,CMP-000501,LIEN_MARK,PARTIAL,6.83,ACTED
INT-000502,CMP-000502,ACCOUNT_FREEZE,PARTIAL,30.8,ACTED
INT-000503,CMP-000503,NO_ACTION,PARTIAL,39.64,FALSE_POSITIVE
INT-000504,CMP-000504,ENDPOINT_WATCH,NO_ACTION,12.07,FALSE_POSITIVE
INT-000505,CMP-000505,NO_ACTION,SUCCESS,37.37,NOT_ACTED
INT-000506,CMP-000506,LIEN_MARK,SUCCESS,8.31,OUT_OF_SCOPE
INT-000507,CMP-000507,LIEN_MARK,SUCCESS,39.55,ACTED
INT-000508,CMP-000508,LIEN_MARK,NO_ACTION,14.94,NOT_ACTED
INT-000509,CMP-000509,NO_ACTION,SUCCESS,27.28,FALSE_POSITIVE
INT-000510,CMP-000510,JURISDICTION_HANDOFF,SUCCESS,25.1,ACTED
INT-000511,CMP-000511,NO_ACTION,SUCCESS,33.32,ACTED
INT-000512,CMP-000512,NO_ACTION,NO_ACTION,35.46,ALREADY_ACTIONED
INT-000513,CMP-000513,JURISDICTION_HANDOFF,SUCCESS,34.44,ALREADY_ACTIONED
INT-000514,CMP-000514,JURISDICTION_HANDOFF,NO_ACTION,18.27,FALSE_POSITIVE
INT-000515,CMP-000515,JURISDICTION_HANDOFF,SUCCESS,33.26,NOT_ACTED
INT-000516,CMP-000516,ACCOUNT_FREEZE,SUCCESS,9.3,ALREADY_ACTIONED
INT-000517,CMP-000517,LIEN_MARK,NO_ACTION,11.55,NOT_ACTED
INT-000518,CMP-000518,ACCOUNT_FREEZE,SUCCESS,15.4,ACTED
INT-000519,CMP-000519,JURISDICTION_HANDOFF,PARTIAL,16.97,ACTED
INT-000520,CMP-000520,JURISDICTION_HANDOFF,SUCCESS,13.07,ACTED
INT-000521,CMP-000521,JURISDICTION_HANDOFF,SUCCESS,27.52,ALREADY_ACTIONED
INT-000522,CMP-000522,LIEN_MARK,SUCCESS,13.07,NOT_ACTED
INT-000523,CMP-000523,LIEN_MARK,SUCCESS,4.3,ACTED
INT-000524,CMP-000524,ENDPOINT_WATCH,SUCCESS,43.03,ALREADY_ACTIONED
INT-000525,CMP-000525,ACCOUNT_FREEZE,NO_ACTION,35.83,ACTED
INT-000526,CMP-000526,JURISDICTION_HANDOFF,NO_ACTION,28.02,ALREADY_ACTIONED
INT-000527,CMP-000527,ACCOUNT_FREEZE,NO_ACTION,11.94,NOT_ACTED
INT-000528,CMP-000528,ENDPOINT_WATCH,PARTIAL,3.54,ACTED
INT-000529,CMP-000529,LIEN_MARK,SUCCESS,26.51,NOT_ACTED
INT-000530,CMP-000530,LIEN_MARK,SUCCESS,11.06,ACTED
INT-000531,CMP-000531,JURISDICTION_HANDOFF,NO_ACTION,39.38,ACTED
INT-000532,CMP-000532,LIEN_MARK,PARTIAL,3.19,ACTED
INT-000533,CMP-000533,JURISDICTION_HANDOFF,SUCCESS,34.5,NOT_ACTED
INT-000534,CMP-000534,ACCOUNT_FREEZE,PARTIAL,22.05,NOT_ACTED
INT-000535,CMP-000535,JURISDICTION_HANDOFF,SUCCESS,36.46,OUT_OF_SCOPE
INT-000536,CMP-000536,JURISDICTION_HANDOFF,SUCCESS,3.32,ACTED
INT-000537,CMP-000537,JURISDICTION_HANDOFF,NO_ACTION,35.09,NOT_ACTED
INT-000538,CMP-000538,NO_ACTION,SUCCESS,14.43,FALSE_POSITIVE
INT-000539,CMP-000539,ACCOUNT_FREEZE,SUCCESS,20.33,NOT_ACTED
INT-000540,CMP-000540,JURISDICTION_HANDOFF,PARTIAL,31.39,ALREADY_ACTIONED
INT-000541,CMP-000541,LIEN_MARK,SUCCESS,37.91,ACTED
INT-000542,CMP-000542,ENDPOINT_WATCH,SUCCESS,39.87,FALSE_POSITIVE
INT-000543,CMP-000543,JURISDICTION_HANDOFF,SUCCESS,14.73,NOT_ACTED
INT-000544,CMP-000544,ACCOUNT_FREEZE,SUCCESS,19.49,ACTED
INT-000545,CMP-000545,ACCOUNT_FREEZE,SUCCESS,13.05,ALREADY_ACTIONED
INT-000546,CMP-000546,ACCOUNT_FREEZE,SUCCESS,20.09,ALREADY_ACTIONED
INT-000547,CMP-000547,JURISDICTION_HANDOFF,SUCCESS,30.51,ALREADY_ACTIONED
INT-000548,CMP-000548,ENDPOINT_WATCH,PARTIAL,25.46,ALREADY_ACTIONED
INT-000549,CMP-000549,ENDPOINT_WATCH,SUCCESS,22.57,OUT_OF_SCOPE
INT-000550,CMP-000550,ENDPOINT_WATCH,SUCCESS,20.31,NOT_ACTED
INT-000551,CMP-000551,LIEN_MARK,NO_ACTION,22.23,NOT_ACTED
INT-000552,CMP-000552,ACCOUNT_FREEZE,PARTIAL,3.52,ACTED
INT-000553,CMP-000553,NO_ACTION,PARTIAL,26.99,NOT_ACTED
INT-000554,CMP-000554,NO_ACTION,PARTIAL,12.07,ACTED
INT-000555,CMP-000555,JURISDICTION_HANDOFF,SUCCESS,12.96,NOT_ACTED
INT-000556,CMP-000556,ACCOUNT_FREEZE,SUCCESS,23.29,FALSE_POSITIVE
INT-000557,CMP-000557,LIEN_MARK,SUCCESS,18.26,FALSE_POSITIVE
INT-000558,CMP-000558,ACCOUNT_FREEZE,SUCCESS,35.23,NOT_ACTED
INT-000559,CMP-000559,LIEN_MARK,SUCCESS,32.22,ACTED
INT-000560,CMP-000560,ACCOUNT_FREEZE,PARTIAL,45.25,ALREADY_ACTIONED
INT-000561,CMP-000561,ENDPOINT_WATCH,PARTIAL,5.57,ACTED
INT-000562,CMP-000562,JURISDICTION_HANDOFF,PARTIAL,18.51,NOT_ACTED
INT-000563,CMP-000563,JURISDICTION_HANDOFF,SUCCESS,19.97,NOT_ACTED
INT-000564,CMP-000564,NO_ACTION,PARTIAL,11.32,ALREADY_ACTIONED
INT-000565,CMP-000565,ENDPOINT_WATCH,NO_ACTION,9.03,NOT_ACTED
INT-000566,CMP-000566,LIEN_MARK,SUCCESS,16.59,NOT_ACTED
INT-000567,CMP-000567,LIEN_MARK,PARTIAL,14.35,OUT_OF_SCOPE
INT-000568,CMP-000568,ACCOUNT_FREEZE,SUCCESS,27.5,NOT_ACTED
INT-000569,CMP-000569,ACCOUNT_FREEZE,SUCCESS,10.61,ALREADY_ACTIONED
INT-000570,CMP-000570,LIEN_MARK,SUCCESS,40.03,ALREADY_ACTIONED
INT-000571,CMP-000571,NO_ACTION,PARTIAL,13.96,ACTED
INT-000572,CMP-000572,ACCOUNT_FREEZE,NO_ACTION,31.17,ACTED
INT-000573,CMP-000573,JURISDICTION_HANDOFF,SUCCESS,38.71,FALSE_POSITIVE
INT-000574,CMP-000574,NO_ACTION,PARTIAL,29.49,OUT_OF_SCOPE
INT-000575,CMP-000575,ACCOUNT_FREEZE,PARTIAL,5.47,ACTED
INT-000576,CMP-000576,ENDPOINT_WATCH,SUCCESS,22.41,NOT_ACTED
INT-000577,CMP-000577,LIEN_MARK,NO_ACTION,44.66,NOT_ACTED
INT-000578,CMP-000578,JURISDICTION_HANDOFF,PARTIAL,27.81,NOT_ACTED
INT-000579,CMP-000579,LIEN_MARK,PARTIAL,26.87,FALSE_POSITIVE
INT-000580,CMP-000580,JURISDICTION_HANDOFF,SUCCESS,9.48,OUT_OF_SCOPE
INT-000581,CMP-000581,LIEN_MARK,SUCCESS,41.49,ALREADY_ACTIONED
INT-000582,CMP-000582,ACCOUNT_FREEZE,SUCCESS,8.8,ACTED
INT-000583,CMP-000583,JURISDICTION_HANDOFF,NO_ACTION,7.13,OUT_OF_SCOPE
INT-000584,CMP-000584,JURISDICTION_HANDOFF,NO_ACTION,10.66,FALSE_POSITIVE
INT-000585,CMP-000585,JURISDICTION_HANDOFF,PARTIAL,17.95,ACTED
INT-000586,CMP-000586,JURISDICTION_HANDOFF,SUCCESS,22.27,NOT_ACTED
INT-000587,CMP-000587,ACCOUNT_FREEZE,SUCCESS,41.35,ALREADY_ACTIONED
INT-000588,CMP-000588,LIEN_MARK,PARTIAL,20.61,NOT_ACTED
INT-000589,CMP-000589,JURISDICTION_HANDOFF,SUCCESS,21.1,OUT_OF_SCOPE
INT-000590,CMP-000590,ENDPOINT_WATCH,PARTIAL,3.89,NOT_ACTED
INT-000591,CMP-000591,LIEN_MARK,SUCCESS,19.89,ACTED
INT-000592,CMP-000592,ENDPOINT_WATCH,PARTIAL,39.13,ACTED
INT-000593,CMP-000593,LIEN_MARK,SUCCESS,21.27,ALREADY_ACTIONED
INT-000594,CMP-000594,JURISDICTION_HANDOFF,PARTIAL,4.42,ALREADY_ACTIONED
INT-000595,CMP-000595,JURISDICTION_HANDOFF,PARTIAL,29.63,ACTED
INT-000596,CMP-000596,NO_ACTION,SUCCESS,40.93,NOT_ACTED
INT-000597,CMP-000597,NO_ACTION,SUCCESS,16.87,ACTED
INT-000598,CMP-000598,ACCOUNT_FREEZE,SUCCESS,15.08,ALREADY_ACTIONED
INT-000599,CMP-000599,NO_ACTION,NO_ACTION,26.22,NOT_ACTED
INT-000600,CMP-000600,LIEN_MARK,SUCCESS,45.48,ALREADY_ACTIONED
INT-000601,CMP-000601,ACCOUNT_FREEZE,PARTIAL,22.8,NOT_ACTED
INT-000602,CMP-000602,JURISDICTION_HANDOFF,SUCCESS,44.22,NOT_ACTED
INT-000603,CMP-000603,NO_ACTION,PARTIAL,10.48,ACTED
INT-000604,CMP-000604,JURISDICTION_HANDOFF,NO_ACTION,22.56,ALREADY_ACTIONED
INT-000605,CMP-000605,JURISDICTION_HANDOFF,PARTIAL,41.54,ACTED
INT-000606,CMP-000606,NO_ACTION,NO_ACTION,8.87,OUT_OF_SCOPE
INT-000607,CMP-000607,NO_ACTION,SUCCESS,42.87,ACTED
INT-000608,CMP-000608,JURISDICTION_HANDOFF,SUCCESS,16.78,ACTED
INT-000609,CMP-000609,LIEN_MARK,SUCCESS,17.14,ACTED
INT-000610,CMP-000610,LIEN_MARK,SUCCESS,42.04,ACTED
INT-000611,CMP-000611,NO_ACTION,SUCCESS,32.83,ACTED
INT-000612,CMP-000612,LIEN_MARK,PARTIAL,5.7,ALREADY_ACTIONED
INT-000613,CMP-000613,ENDPOINT_WATCH,SUCCESS,24.47,ACTED
INT-000614,CMP-000614,NO_ACTION,NO_ACTION,19.41,ACTED
INT-000615,CMP-000615,ACCOUNT_FREEZE,NO_ACTION,11.64,ALREADY_ACTIONED
INT-000616,CMP-000616,NO_ACTION,PARTIAL,17.76,ALREADY_ACTIONED
INT-000617,CMP-000617,NO_ACTION,SUCCESS,25.07,OUT_OF_SCOPE
INT-000618,CMP-000618,ENDPOINT_WATCH,NO_ACTION,42.9,OUT_OF_SCOPE
INT-000619,CMP-000619,LIEN_MARK,PARTIAL,6.87,ACTED
INT-000620,CMP-000620,JURISDICTION_HANDOFF,SUCCESS,4.85,ACTED
INT-000621,CMP-000621,NO_ACTION,SUCCESS,44.27,ALREADY_ACTIONED
