entity_id,entity_type,state,external_ref,linked_entity_count,synthetic_risk_seed
ENT-000367,DEVICE,Telangana,ENT-REF-125896,8,0.2083
ENT-000368,BENEFICIARY,Uttar Pradesh,ENT-REF-142530,41,0.3282
ENT-000369,ACCOUNT,Madhya Pradesh,ENT-REF-777658,71,0.1704
ENT-000370,PHONE,Bihar,ENT-REF-202137,2,0.5618
ENT-000371,MERCHANT,Madhya Pradesh,ENT-REF-224391,50,0.0152
ENT-000372,MERCHANT,Karnataka,ENT-REF-947961,46,0.1221
ENT-000373,ACCOUNT,Maharashtra,ENT-REF-100213,38,0.3369
ENT-000374,ACCOUNT,Uttar Pradesh,ENT-REF-960305,4,0.1581
ENT-000375,MERCHANT,Maharashtra,ENT-REF-161440,66,0.0972
ENT-000376,ACCOUNT,Rajasthan,ENT-REF-717508,31,0.0061
ENT-000377,PHONE,Telangana,ENT-REF-463984,62,0.0954
ENT-000378,BENEFICIARY,Uttar Pradesh,ENT-REF-513989,9,0.1132
ENT-000379,PHONE,Madhya Pradesh,ENT-REF-390845,56,0.1082
ENT-000380,ACCOUNT,Telangana,ENT-REF-950564,64,0.4114
ENT-000381,MERCHANT,Delhi,ENT-REF-532616,12,0.1212
ENT-000382,BENEFICIARY,Rajasthan,ENT-REF-561212,75,0.3987
ENT-000383,ACCOUNT,Telangana,ENT-REF-854900,28,0.1724
ENT-000384,DEVICE,Karnataka,ENT-REF-730850,15,0.2194
ENT-000385,MERCHANT,Bihar,ENT-REF-934906,26,0.1022
ENT-000386,MERCHANT,Bihar,ENT-REF-646122,71,0.1167
ENT-000387,WALLET,Bihar,ENT-REF-619684,12,0.1281
ENT-000388,PHONE,West Bengal,ENT-REF-407032,53,0.0353
ENT-000389,DEVICE,Telangana,ENT-REF-548248,73,0.0038
ENT-000390,ACCOUNT,Maharashtra,ENT-REF-673745,34,0.0759
ENT-000391,BENEFICIARY,Karnataka,ENT-REF-848079,78,0.1846
ENT-000392,ACCOUNT,Bihar,ENT-REF-811473,56,0.0077
ENT-000393,ACCOUNT,Tamil Nadu,ENT-REF-982358,48,0.0483
ENT-000394,ACCOUNT,Maharashtra,ENT-REF-338176,72,0.1189
ENT-000395,DEVICE,Uttar Pradesh,ENT-REF-115151,20,0.2215
ENT-000396,PHONE,Rajasthan,ENT-REF-295369,41,0.2054
ENT-000397,PHONE,Telangana,ENT-REF-740607,31,0.1814
ENT-000398,PHONE,Tamil Nadu,ENT-REF-970336,9,0.1391
ENT-000399,DEVICE,Maharashtra,ENT-REF-168117,39,0.2293
ENT-000400,PHONE,Karnataka,ENT-REF-586946,35,0.0917
ENT-000401,ACCOUNT,Maharashtra,ENT-REF-846487,28,0.0827
ENT-000402,DEVICE,Madhya Pradesh,ENT-REF-485507,9,0.1632
ENT-000403,PHONE,Bihar,ENT-REF-714263,52,0.1028
ENT-000404,BENEFICIARY,Rajasthan,ENT-REF-513576,69,0.0189
ENT-000405,DEVICE,Karnataka,ENT-REF-290451,24,0.1618
ENT-000406,BENEFICIARY,Madhya Pradesh,ENT-REF-949846,46,0.2332
ENT-000407,MERCHANT,Madhya Pradesh,ENT-REF-201355,23,0.0333
ENT-000408,WALLET,Maharashtra,ENT-REF-820440,36,0.0263
ENT-000409,WALLET,West Bengal,ENT-REF-500219,11,0.0877
ENT-000410,ACCOUNT,West Bengal,ENT-REF-527120,43,0.4634
ENT-000411,DEVICE,Uttar Pradesh,ENT-REF-181669,29,0.1007
ENT-000412,ACCOUNT,Delhi,ENT-REF-141047,20,0.3462
ENT-000413,ACCOUNT,Karnataka,ENT-REF-860032,62,0.2811
ENT-000414,BENEFICIARY,Rajasthan,ENT-REF-310241,70,0.0845
ENT-000415,ACCOUNT,West Bengal,ENT-REF-459075,78,0.4195
ENT-000416,BENEFICIARY,Maharashtra,ENT-REF-572968,68,0.1481
ENT-000417,ACCOUNT,Uttar Pradesh,ENT-REF-770280,52,0.1649
ENT-000418,PHONE,Uttar Pradesh,ENT-REF-881789,62,0.0982
ENT-000419,ACCOUNT,Uttar Pradesh,ENT-REF-617956,46,0.0238
ENT-000420,ACCOUNT,West Bengal,ENT-REF-748369,41,0.0335
ENT-000421,ACCOUNT,Madhya Pradesh,ENT-REF-387828,46,0.0923
ENT-000422,PHONE,Madhya Pradesh,ENT-REF-500196,71,0.196
ENT-000423,DEVICE,Karnataka,ENT-REF-942991,2,0.1561
ENT-000424,ACCOUNT,Delhi,ENT-REF-306638,48,0.3751
ENT-000425,ACCOUNT,Uttar Pradesh,ENT-REF-494576,58,0.0602
ENT-000426,PHONE,Tamil Nadu,ENT-REF-367566,21,0.0618
ENT-000427,WALLET,Karnataka,ENT-REF-440297,60,0.0868
ENT-000428,PHONE,Karnataka,ENT-REF-540396,5,0.3991
ENT-000429,WALLET,Rajasthan,ENT-REF-159496,63,0.1399
ENT-000430,BENEFICIARY,Tamil Nadu,ENT-REF-209370,66,0.3886
ENT-000431,BENEFICIARY,Tamil Nadu,ENT-REF-358473,55,0.1021
ENT-000432,WALLET,Rajasthan,ENT-REF-882726,36,0.3683
ENT-000433,ACCOUNT,Karnataka,ENT-REF-510169,58,0.1492
ENT-000434,ACCOUNT,Rajasthan,ENT-REF-308597,4,0.0276
ENT-000435,DEVICE,Madhya Pradesh,ENT-REF-676107,46,0.2409
ENT-000436,PHONE,Madhya Pradesh,ENT-REF-797679,53,0.2351
ENT-000437,WALLET,Tamil Nadu,ENT-REF-670384,4,0.2106
ENT-000438,ACCOUNT,West Bengal,ENT-REF-332307,35,0.2238
ENT-000439,PHONE,Bihar,ENT-REF-273121,66,0.0461
ENT-000440,MERCHANT,Tamil Nadu,ENT-REF-630250,77,0.0895
ENT-000441,MERCHANT,Maharashtra,ENT-REF-967724,2,0.3351
ENT-000442,ACCOUNT,Karnataka,ENT-REF-369575,21,0.3316
ENT-000443,WALLET,Uttar Pradesh,ENT-REF-197068,9,0.0356
ENT-000444,DEVICE,Madhya Pradesh,ENT-REF-979866,64,0.0922
ENT-000445,BENEFICIARY,Madhya Pradesh,ENT-REF-247064,56,0.3238
ENT-000446,ACCOUNT,Rajasthan,ENT-REF-992033,16,0.4936
ENT-000447,PHONE,Rajasthan,ENT-REF-930223,36,0.0971
ENT-000448,PHONE,Uttar Pradesh,ENT-REF-485308,17,0.0574
ENT-000449,PHONE,Rajasthan,ENT-REF-760800,60,0.2102
ENT-000450,ACCOUNT,Karnataka,ENT-REF-922436,76,0.1302
ENT-000451,BENEFICIARY,Rajasthan,ENT-REF-136609,26,0.2065
ENT-000452,ACCOUNT,Karnataka,ENT-REF-358924,71,0.0853
ENT-000453,MERCHANT,Rajasthan,ENT-REF-714068,30,0.2066
ENT-000454,DEVICE,Tamil Nadu,ENT-REF-871209,42,0.2956
ENT-000455,ACCOUNT,Tamil Nadu,ENT-REF-168547,6,0.1719
ENT-000456,ACCOUNT,Karnataka,ENT-REF-562617,61,0.0762
ENT-000457,ACCOUNT,Maharashtra,ENT-REF-862435,5,0.3547
ENT-000458,BENEFICIARY,Madhya Pradesh,ENT-REF-886925,65,0.2315
ENT-000459,PHONE,Rajasthan,ENT-REF-854603,32,0.2418
ENT-000460,ACCOUNT,Madhya Pradesh,ENT-REF-924605,62,0.1057
ENT-000461,ACCOUNT,Delhi,ENT-REF-812777,27,0.0253
ENT-000462,PHONE,Bihar,ENT-REF-406856,26,0.3056
ENT-000463,BENEFICIARY,Madhya Pradesh,ENT-REF-648111,61,0.1918
ENT-000464,BENEFICIARY,West Bengal,ENT-REF-744186,71,0.2054
ENT-000465,BENEFICIARY,Delhi,ENT-REF-753438,20,0.2161
ENT-000466,BENEFICIARY,Karnataka,ENT-REF-907952,34,0.1254
ENT-000467,ACCOUNT,Rajasthan,ENT-REF-499123,50,0.0657
ENT-000468,DEVICE,Tamil Nadu,ENT-REF-718115,57,0.3528
ENT-000469,DEVICE,Bihar,ENT-REF-771310,66,0.534
ENT-000470,BENEFICIARY,Madhya Pradesh,ENT-REF-107308,2,0.1495
ENT-000471,ACCOUNT,Delhi,ENT-REF-298552,69,0.3635
ENT-000472,DEVICE,Delhi,ENT-REF-270859,7,0.2198
ENT-000473,PHONE,Delhi,ENT-REF-166701,26,0.2589
ENT-000474,ACCOUNT,West Bengal,ENT-REF-751766,73,0.2901
ENT-000475,ACCOUNT,Karnataka,ENT-REF-571876,17,0.0067
ENT-000476,PHONE,Telangana,ENT-REF-677418,22,0.1207
ENT-000477,DEVICE,Telangana,ENT-REF-364781,66,0.0565
ENT-000478,PHONE,Telangana,ENT-REF-421975,50,0.0756
ENT-000479,DEVICE,Tamil Nadu,ENT-REF-850253,12,0.0471
ENT-000480,DEVICE,Uttar Pradesh,ENT-REF-292270,28,0.148
ENT-000481,ACCOUNT,Bihar,ENT-REF-872244,32,0.0453
ENT-000482,ACCOUNT,Telangana,ENT-REF-991573,66,0.3218
ENT-000483,WALLET,Rajasthan,ENT-REF-627382,41,0.0676
ENT-000484,PHONE,Maharashtra,ENT-REF-672684,15,0.2074
ENT-000485,MERCHANT,Telangana,ENT-REF-335681,36,0.1632
ENT-000486,DEVICE,West Bengal,ENT-REF-699442,13,0.284
ENT-000487,BENEFICIARY,Telangana,ENT-REF-738097,2,0.2965
ENT-000488,WALLET,Rajasthan,ENT-REF-454640,71,0.1588
ENT-000489,ACCOUNT,Madhya Pradesh,ENT-REF-133378,36,0.2776
ENT-000490,BENEFICIARY,Bihar,ENT-REF-682676,26,0.2425
ENT-000491,BENEFICIARY,Delhi,ENT-REF-607929,65,0.2697
ENT-000492,WALLET,Tamil Nadu,ENT-REF-244592,52,0.0638
ENT-000493,DEVICE,West Bengal,ENT-REF-193072,46,0.1916
ENT-000494,WALLET,Uttar Pradesh,ENT-REF-785962,24,0.2465
ENT-000495,DEVICE,Tamil Nadu,ENT-REF-418973,78,0.063
ENT-000496,ACCOUNT,Telangana,ENT-REF-383121,26,0.2362
ENT-000497,BENEFICIARY,Uttar Pradesh,ENT-REF-136316,48,0.3738
ENT-000498,PHONE,West Bengal,ENT-REF-554974,66,0.0812
ENT-000499,WALLET,Tamil Nadu,ENT-REF-730233,45,0.1187
ENT-000500,ACCOUNT,Rajasthan,ENT-REF-581230,31,0.4379
ENT-000501,DEVICE,Delhi,ENT-REF-585883,27,0.1583
ENT-000502,ACCOUNT,Tamil Nadu,ENT-REF-885820,11,0.0751
ENT-000503,ACCOUNT,Rajasthan,ENT-REF-756541,34,0.4434
ENT-000504,PHONE,Rajasthan,ENT-REF-824526,35,0.0199
ENT-000505,ACCOUNT,Tamil Nadu,ENT-REF-666809,33,0.3393
ENT-000506,MERCHANT,Telangana,ENT-REF-405647,28,0.0432
ENT-000507,PHONE,Delhi,ENT-REF-587524,12,0.1878
ENT-000508,ACCOUNT,Rajasthan,ENT-REF-209441,79,0.0628
ENT-000509,DEVICE,Telangana,ENT-REF-953276,40,0.5583
ENT-000510,ACCOUNT,Tamil Nadu,ENT-REF-803964,24,0.2487
ENT-000511,MERCHANT,Madhya Pradesh,ENT-REF-946961,53,0.1355
ENT-000512,WALLET,Bihar,ENT-REF-480673,40,0.0574
ENT-000513,PHONE,Delhi,ENT-REF-908364,73,0.2503
ENT-000514,PHONE,Rajasthan,ENT-REF-625540,9,0.2025
ENT-000515,ACCOUNT,Karnataka,ENT-REF-357952,11,0.0274
ENT-000516,BENEFICIARY,West Bengal,ENT-REF-259361,44,0.0961
ENT-000517,ACCOUNT,Rajasthan,ENT-REF-605612,33,0.0538
ENT-000518,DEVICE,Bihar,ENT-REF-842248,70,0.0265
ENT-000519,DEVICE,Madhya Pradesh,ENT-REF-868048,1,0.3525
ENT-000520,BENEFICIARY,West Bengal,ENT-REF-399881,49,0.2868
ENT-000521,MERCHANT,Bihar,ENT-REF-741570,60,0.0819
ENT-000522,MERCHANT,Bihar,ENT-REF-573899,9,0.0745
ENT-000523,PHONE,Uttar Pradesh,ENT-REF-987851,17,0.2619
ENT-000524,ACCOUNT,Telangana,ENT-REF-376953,23,0.1721
ENT-000525,BENEFICIARY,Maharashtra,ENT-REF-859949,46,0.1766
ENT-000526,BENEFICIARY,Telangana,ENT-REF-377985,35,0.237
ENT-000527,MERCHANT,Tamil Nadu,ENT-REF-567689,79,0.0509
ENT-000528,PHONE,Madhya Pradesh,ENT-REF-253306,18,0.0421
ENT-000529,ACCOUNT,Uttar Pradesh,ENT-REF-302300,69,0.1877
ENT-000530,PHONE,West Bengal,ENT-REF-662244,66,0.0366
ENT-000531,DEVICE,Karnataka,ENT-REF-183530,41,0.3013
ENT-000532,DEVICE,Rajasthan,ENT-REF-191301,39,0.239
ENT-000533,ACCOUNT,Uttar Pradesh,ENT-REF-978191,16,0.2235
ENT-000534,ACCOUNT,Uttar Pradesh,ENT-REF-435750,13,0.0324
ENT-000535,ACCOUNT,Tamil Nadu,ENT-REF-793373,53,0.1304
ENT-000536,DEVICE,Karnataka,ENT-REF-474464,76,0.2561
ENT-000537,WALLET,Bihar,ENT-REF-312122,75,0.5101
ENT-000538,WALLET,Rajasthan,ENT-REF-851753,44,0.2099
ENT-000539,ACCOUNT,Uttar Pradesh,ENT-REF-315535,11,0.1658
ENT-000540,BENEFICIARY,Karnataka,ENT-REF-474137,20,0.055
ENT-000541,DEVICE,Maharashtra,ENT-REF-244209,64,0.1858
ENT-000542,MERCHANT,Rajasthan,ENT-REF-335053,66,0.0638
ENT-000543,ACCOUNT,West Bengal,ENT-REF-720000,24,0.1021
ENT-000544,BENEFICIARY,West Bengal,ENT-REF-623867,17,0.221
ENT-000545,DEVICE,Maharashtra,ENT-REF-734315,14,0.1143
ENT-000546,PHONE,Madhya Pradesh,ENT-REF-550166,78,0.2383
ENT-000547,DEVICE,Telangana,ENT-REF-821368,31,0.2903
ENT-000548,ACCOUNT,Delhi,ENT-REF-902237,16,0.2151
ENT-000549,ACCOUNT,Tamil Nadu,ENT-REF-968769,34,0.0426
ENT-000550,BENEFICIARY,West Bengal,ENT-REF-495339,56,0.2381
ENT-000551,PHONE,Madhya Pradesh,ENT-REF-508468,78,0.3999
ENT-000552,DEVICE,West Bengal,ENT-REF-984283,71,0.0687
ENT-000553,PHONE,Rajasthan,ENT-REF-550818,40,0.0279
ENT-000554,WALLET,Maharashtra,ENT-REF-616158,57,0.2887
ENT-000555,ACCOUNT,Maharashtra,ENT-REF-216465,43,0.2336
ENT-000556,PHONE,Maharashtra,ENT-REF-143337,49,0.0153
ENT-000557,BENEFICIARY,Maharashtra,ENT-REF-533382,43,0.0716
ENT-000558,BENEFICIARY,Rajasthan,ENT-REF-340845,47,0.1422
ENT-000559,ACCOUNT,Telangana,ENT-REF-632099,30,0.1271
ENT-000560,MERCHANT,Rajasthan,ENT-REF-447106,32,0.0107
ENT-000561,WALLET,Maharashtra,ENT-REF-685657,33,0.3688
ENT-000562,PHONE,Uttar Pradesh,ENT-REF-558881,31,0.0502
ENT-000563,PHONE,Delhi,ENT-REF-343923,9,0.0252
ENT-000564,ACCOUNT,Madhya Pradesh,ENT-REF-786581,61,0.4181
ENT-000565,ACCOUNT,Uttar Pradesh,ENT-REF-778376,59,0.1463
ENT-000566,BENEFICIARY,Delhi,ENT-REF-751338,76,0.2897
ENT-000567,ACCOUNT,Uttar Pradesh,ENT-REF-747405,18,0.1337
ENT-000568,PHONE,Bihar,ENT-REF-978774,66,0.0179
ENT-000569,DEVICE,Bihar,ENT-REF-746006,63,0.0162
ENT-000570,ACCOUNT,Maharashtra,ENT-REF-684259,78,0.6437
ENT-000571,PHONE,Tamil Nadu,ENT-REF-633038,29,0.3046
ENT-000572,ACCOUNT,West Bengal,ENT-REF-339676,62,0.0883
ENT-000573,BENEFICIARY,Karnataka,ENT-REF-145739,17,0.0962
ENT-000574,MERCHANT,Maharashtra,ENT-REF-713627,59,0.4948
ENT-000575,WALLET,Rajasthan,ENT-REF-309743,15,0.3903
ENT-000576,BENEFICIARY,Bihar,ENT-REF-213869,13,0.0116
ENT-000577,ACCOUNT,Rajasthan,ENT-REF-494476,56,0.3119
ENT-000578,MERCHANT,Madhya Pradesh,ENT-REF-813768,9,0.1189
ENT-000579,BENEFICIARY,Maharashtra,ENT-REF-311509,36,0.0998
ENT-000580,BENEFICIARY,Maharashtra,ENT-REF-678931,28,0.2449
ENT-000581,BENEFICIARY,Delhi,ENT-REF-805714,11,0.1423
ENT-000582,PHONE,Rajasthan,ENT-REF-423148,43,0.0242
ENT-000583,BENEFICIARY,Telangana,ENT-REF-110572,58,0.3086
ENT-000584,PHONE,Tamil Nadu,ENT-REF-491117,28,0.3104
ENT-000585,ACCOUNT,Tamil Nadu,ENT-REF-687342,70,0.0533
ENT-000586,PHONE,Telangana,ENT-REF-265280,19,0.1663
ENT-000587,ACCOUNT,Bihar,ENT-REF-261362,18,0.2607
ENT-000588,DEVICE,Karnataka,ENT-REF-844115,17,0.0965
ENT-000589,ACCOUNT,Maharashtra,ENT-REF-450427,51,0.0798
ENT-000590,ACCOUNT,Uttar Pradesh,ENT-REF-686902,73,0.178
ENT-000591,ACCOUNT,Maharashtra,ENT-REF-180694,56,0.056
ENT-000592,ACCOUNT,West Bengal,ENT-REF-550725,29,0.1195
ENT-000593,DEVICE,Bihar,ENT-REF-605216,42,0.2258
ENT-000594,ACCOUNT,Maharashtra,ENT-REF-749191,56,0.2632
ENT-000595,ACCOUNT,Uttar Pradesh,ENT-REF-980967,68,0.0648
ENT-000596,ACCOUNT,Rajasthan,ENT-REF-181091,20,0.1582
ENT-000597,BENEFICIARY,Uttar Pradesh,ENT-REF-429400,70,0.1357
ENT-000598,ACCOUNT,Madhya Pradesh,ENT-REF-514055,77,0.1025
ENT-000599,DEVICE,Telangana,ENT-REF-839389,64,0.5906
ENT-000600,ACCOUNT,Rajasthan,ENT-REF-869411,24,0.4328
ENT-000601,ACCOUNT,Telangana,ENT-REF-357528,30,0.1953
ENT-000602,ACCOUNT,West Bengal,ENT-REF-905913,77,0.0154
ENT-000603,ACCOUNT,Madhya Pradesh,ENT-REF-869731,33,0.208
ENT-000604,MERCHANT,Tamil Nadu,ENT-REF-563787,70,0.3977
ENT-000605,ACCOUNT,Madhya Pradesh,ENT-REF-543554,63,0.258
ENT-000606,WALLET,West Bengal,ENT-REF-456825,54,0.0497
ENT-000607,BENEFICIARY,Uttar Pradesh,ENT-REF-705576,18,0.1266
ENT-000608,DEVICE,Telangana,ENT-REF-924991,15,0.0705
ENT-000609,BENEFICIARY,Rajasthan,ENT-REF-926677,11,0.4466
ENT-000610,DEVICE,Bihar,ENT-REF-737528,25,0.1333
ENT-000611,PHONE,Delhi,ENT-REF-723135,3,0.2128
ENT-000612,PHONE,Karnataka,ENT-REF-755540,74,0.0796
ENT-000613,ACCOUNT,Telangana,ENT-REF-923754,78,0.0386
ENT-000614,DEVICE,Rajasthan,ENT-REF-590296,50,0.0405
ENT-000615,PHONE,West Bengal,ENT-REF-283206,54,0.3105
ENT-000616,ACCOUNT,Tamil Nadu,ENT-REF-438882,65,0.1464
ENT-000617,PHONE,Rajasthan,ENT-REF-706124,55,0.1994
ENT-000618,BENEFICIARY,Bihar,ENT-REF-740773,28,0.1697
ENT-000619,PHONE,Telangana,ENT-REF-629459,19,0.243
ENT-000620,BENEFICIARY,Delhi,ENT-REF-954857,64,0.1598
ENT-000621,ACCOUNT,Madhya Pradesh,ENT-REF-157841,15,0.172
ENT-000622,ACCOUNT,Maharashtra,ENT-REF-335550,15,0.2788
ENT-000623,WALLET,Maharashtra,ENT-REF-654057,29,0.0297
ENT-000624,ACCOUNT,Bihar,ENT-REF-550761,49,0.0394
ENT-000625,BENEFICIARY,Madhya Pradesh,ENT-REF-961303,47,0.3073
ENT-000626,PHONE,Bihar,ENT-REF-176609,55,0.1071
ENT-000627,DEVICE,Telangana,ENT-REF-959684,69,0.1392
ENT-000628,WALLET,Delhi,ENT-REF-752810,76,0.1889
ENT-000629,MERCHANT,Madhya Pradesh,ENT-REF-175060,52,0.1294
ENT-000630,DEVICE,Bihar,ENT-REF-471419,30,0.0437
ENT-000631,BENEFICIARY,Uttar Pradesh,ENT-REF-948524,63,0.1938
ENT-000632,ACCOUNT,Tamil Nadu,ENT-REF-437683,1,0.0789
ENT-000633,PHONE,Rajasthan,ENT-REF-656149,12,0.1614
ENT-000634,ACCOUNT,Rajasthan,ENT-REF-745640,15,0.2764
ENT-000635,PHONE,Madhya Pradesh,ENT-REF-963019,24,0.5649
ENT-000636,ACCOUNT,Telangana,ENT-REF-603984,50,0.0467
ENT-000637,DEVICE,Karnataka,ENT-REF-221952,2,0.0246
ENT-000638,MERCHANT,West Bengal,ENT-REF-660232,64,0.1177
ENT-000639,DEVICE,West Bengal,ENT-REF-455256,6,0.1841
ENT-000640,ACCOUNT,Telangana,ENT-REF-452178,50,0.1078
ENT-000641,DEVICE,Rajasthan,ENT-REF-138479,2,0.1929
ENT-000642,ACCOUNT,Uttar Pradesh,ENT-REF-610793,78,0.2028
ENT-000643,PHONE,Bihar,ENT-REF-760422,79,0.0847
ENT-000644,ACCOUNT,Delhi,ENT-REF-682762,22,0.0751
ENT-000645,DEVICE,Uttar Pradesh,ENT-REF-624218,40,0.115
ENT-000646,MERCHANT,Rajasthan,ENT-REF-144942,45,0.165
ENT-000647,ACCOUNT,Tamil Nadu,ENT-REF-919561,65,0.1648
ENT-000648,DEVICE,Madhya Pradesh,ENT-REF-425006,57,0.0595
ENT-000649,ACCOUNT,Telangana,ENT-REF-443252,51,0.4897
ENT-000650,ACCOUNT,Rajasthan,ENT-REF-764712,9,0.3402
ENT-000651,PHONE,Tamil Nadu,ENT-REF-903851,53,0.0819
ENT-000652,DEVICE,West Bengal,ENT-REF-360621,11,0.0987
ENT-000653,MERCHANT,Delhi,ENT-REF-599253,39,0.0306
ENT-000654,PHONE,Bihar,ENT-REF-888894,3,0.1115
ENT-000655,PHONE,Delhi,ENT-REF-213072,75,0.2933
ENT-000656,BENEFICIARY,Tamil Nadu,ENT-REF-226271,15,0.2199
ENT-000657,PHONE,Delhi,ENT-REF-700481,38,0.065
ENT-000658,PHONE,Karnataka,ENT-REF-516765,37,0.1737
ENT-000659,PHONE,Rajasthan,ENT-REF-527385,16,0.0179
ENT-000660,PHONE,Uttar Pradesh,ENT-REF-706838,8,0.3151
ENT-000661,PHONE,Rajasthan,ENT-REF-642120,59,0.2493
ENT-000662,ACCOUNT,West Bengal,ENT-REF-577337,65,0.0497
ENT-000663,BENEFICIARY,Bihar,ENT-REF-302117,47,0.0785
ENT-000664,PHONE,Tamil Nadu,ENT-REF-993505,65,0.2374
ENT-000665,BENEFICIARY,West Bengal,ENT-REF-145813,13,0.0419
ENT-000666,BENEFICIARY,Tamil Nadu,ENT-REF-843835,79,0.3005
ENT-000667,ACCOUNT,Uttar Pradesh,ENT-REF-886657,56,0.1227
ENT-000668,DEVICE,West Bengal,ENT-REF-776619,28,0.1415
ENT-000669,ACCOUNT,Rajasthan,ENT-REF-238181,45,0.2848
ENT-000670,BENEFICIARY,Delhi,ENT-REF-833151,69,0.0619
ENT-000671,BENEFICIARY,Madhya Pradesh,ENT-REF-926206,21,0.0403
ENT-000672,BENEFICIARY,Tamil Nadu,ENT-REF-322503,74,0.0541
ENT-000673,WALLET,West Bengal,ENT-REF-591597,43,0.162
ENT-000674,PHONE,Uttar Pradesh,ENT-REF-976844,60,0.0296
ENT-000675,ACCOUNT,Telangana,ENT-REF-987120,33,0.2483
ENT-000676,PHONE,Tamil Nadu,ENT-REF-416921,21,0.2719
ENT-000677,ACCOUNT,Rajasthan,ENT-REF-431241,12,0.1938
ENT-000678,ACCOUNT,Madhya Pradesh,ENT-REF-209427,37,0.0308
ENT-000679,PHONE,Bihar,ENT-REF-936491,76,0.269
ENT-000680,ACCOUNT,Karnataka,ENT-REF-675476,23,0.1131
ENT-000681,PHONE,Telangana,ENT-REF-996348,1,0.0988
ENT-000682,WALLET,Uttar Pradesh,ENT-REF-840557,34,0.1003
ENT-000683,ACCOUNT,Madhya Pradesh,ENT-REF-311614,48,0.0299
ENT-000684,ACCOUNT,Rajasthan,ENT-REF-519761,31,0.2968
ENT-000685,MERCHANT,Bihar,ENT-REF-480362,55,0.1914
ENT-000686,PHONE,Karnataka,ENT-REF-710828,21,0.0301
ENT-000687,DEVICE,Delhi,ENT-REF-816527,34,0.3984
ENT-000688,BENEFICIARY,Telangana,ENT-REF-110305,75,0.2085
ENT-000689,PHONE,Maharashtra,ENT-REF-638586,49,0.0574
ENT-000690,PHONE,Rajasthan,ENT-REF-121525,52,0.0781
ENT-000691,WALLET,West Bengal,ENT-REF-290543,61,0.0582
ENT-000692,PHONE,West Bengal,ENT-REF-694629,43,0.0743
ENT-000693,PHONE,Uttar Pradesh,ENT-REF-919822,5,0.0687
ENT-000694,DEVICE,Maharashtra,ENT-REF-792994,27,0.0946
ENT-000695,PHONE,Uttar Pradesh,ENT-REF-230050,79,0.3554
ENT-000696,ACCOUNT,Delhi,ENT-REF-333865,57,0.0405
ENT-000697,MERCHANT,Karnataka,ENT-REF-982996,4,0.2335
ENT-000698,ACCOUNT,Delhi,ENT-REF-873895,13,0.0102
ENT-000699,DEVICE,Karnataka,ENT-REF-674797,56,0.1219
ENT-000700,BENEFICIARY,Maharashtra,ENT-REF-186860,7,0.0699
ENT-000701,ACCOUNT,Karnataka,ENT-REF-287082,48,0.2123
ENT-000702,ACCOUNT,Telangana,ENT-REF-307183,37,0.0447
ENT-000703,DEVICE,Telangana,ENT-REF-391414,10,0.2523
ENT-000704,PHONE,Uttar Pradesh,ENT-REF-644748,9,0.0145
ENT-000705,PHONE,Tamil Nadu,ENT-REF-598298,62,0.2164
ENT-000706,ACCOUNT,Delhi,ENT-REF-765150,66,0.2957
ENT-000707,PHONE,Uttar Pradesh,ENT-REF-140785,12,0.2004
ENT-000708,ACCOUNT,Karnataka,ENT-REF-163428,23,0.6295
ENT-000709,ACCOUNT,Tamil Nadu,ENT-REF-813620,15,0.4856
ENT-000710,ACCOUNT,West Bengal,ENT-REF-502960,10,0.1059
ENT-000711,WALLET,Delhi,ENT-REF-617014,71,0.089
ENT-000712,WALLET,Delhi,ENT-REF-842370,63,0.3908
ENT-000713,DEVICE,West Bengal,ENT-REF-106008,1,0.1468
ENT-000714,ACCOUNT,Uttar Pradesh,ENT-REF-941837,38,0.0922
ENT-000715,MERCHANT,Telangana,ENT-REF-288327,71,0.3677
ENT-000716,MERCHANT,Maharashtra,ENT-REF-844803,48,0.2455
ENT-000717,ACCOUNT,Bihar,ENT-REF-392328,38,0.044
ENT-000718,DEVICE,Telangana,ENT-REF-589544,19,0.2249
ENT-000719,ACCOUNT,Uttar Pradesh,ENT-REF-164721,65,0.3474
ENT-000720,BENEFICIARY,West Bengal,ENT-REF-911797,53,0.2918
ENT-000721,MERCHANT,Bihar,ENT-REF-612176,49,0.014
ENT-000722,MERCHANT,Bihar,ENT-REF-832650,39,0.4613
ENT-000723,ACCOUNT,Bihar,ENT-REF-277639,26,0.276
ENT-000724,ACCOUNT,Karnataka,ENT-REF-573846,63,0.1562
ENT-000725,MERCHANT,Delhi,ENT-REF-227180,53,0.054
ENT-000726,BENEFICIARY,Rajasthan,ENT-REF-354702,56,0.0212
ENT-000727,MERCHANT,Madhya Pradesh,ENT-REF-454459,23,0.2853
ENT-000728,ACCOUNT,Tamil Nadu,ENT-REF-424719,2,0.0461
ENT-000729,ACCOUNT,Tamil Nadu,ENT-REF-172454,23,0.1219
ENT-000730,PHONE,West Bengal,ENT-REF-648078,31,0.0578
ENT-000731,PHONE,Madhya Pradesh,ENT-REF-888214,49,0.0481
ENT-000732,MERCHANT,West Bengal,ENT-REF-314378,17,0.0863
ENT-000733,ACCOUNT,Karnataka,ENT-REF-823613,15,0.399
ENT-000734,ACCOUNT,Madhya Pradesh,ENT-REF-188594,40,0.3964
